,lamx,lamy,Px,Py,experiment_type,P11_model,P22_model
0,1.0009240206508772,1.000805674876024,0.0007335293321683,0.0096648094769849,100_100,8.671513e-08,0.0039878096
1,1.0081103159440463,1.0049449465141174,0.0020491196786838,0.0198865480671613,100_100,3.751045e-05,0.02497191
2,1.015075714518392,1.0083288622609845,0.0030617411409627,0.0268734034304991,100_100,0.00021733489,0.042857666
3,1.021883283463122,1.0111383153831766,0.0038837534303028,0.0350869133303763,100_100,0.00061291293,0.05836347
4,1.0285960898674444,1.0135541991472448,0.0046988673246696,0.0468548107594231,100_100,0.0012783215,0.07233381
5,1.0352772008205693,1.015757406819742,0.0058798312087466,0.0609693751972291,100_100,0.002272719,0.08572648
6,1.0418974751913856,1.0178671248694269,0.0078900681693684,0.0767688377093854,100_100,0.0036511233,0.0992264
7,1.0488505248813362,1.0205300244877262,0.0096611145281547,0.0924520182911912,100_100,0.0057010767,0.11691834
8,1.056083436291308,1.0233922788910066,0.0118622248116776,0.1105864805272219,100_100,0.008547735,0.1370311
9,1.063333099539402,1.0264976160718076,0.0147105144342932,0.1335589777326344,100_100,0.012306861,0.16006042
10,1.0702420556245815,1.029491019260823,0.0180006907970723,0.1591470068174312,100_100,0.016797286,0.18369173
11,1.077425032379267,1.0328068403631572,0.0214908253955973,0.1897514803824508,100_100,0.022618484,0.21136527
12,1.0842369064109136,1.0366216125456216,0.0264614360266673,0.2227800161223866,100_100,0.029731885,0.2444019
13,1.091377549893928,1.0407407125994053,0.0325007696326124,0.2605727358816619,100_100,0.038755488,0.28247267
14,1.0978288225784256,1.0449704438476624,0.0393166596151525,0.3033413023560836,100_100,0.04886284,0.32349294
15,1.1043518118034483,1.0496383347520055,0.0479675819582963,0.3530714727003833,100_100,0.061223045,0.37129903
16,1.1116942258110822,1.0550364830934278,0.0586630282132414,0.4076579683121519,100_100,0.07769851,0.4306291
17,1.118357047279156,1.0602174302209575,0.0715128152762649,0.4709138897084179,100_100,0.09551797,0.49148193
18,1.1237303336313007,1.0644318141524942,0.0878271548389573,0.5435747812566454,100_100,0.11184618,0.54428285
19,1.1264869542973552,1.0666115583969669,0.1073318145442463,0.6258142590224076,100_100,0.120955594,0.5727867
20,1.127191114857829,1.0668643750471696,0.1244509887618443,0.691200794781057,100_100,0.122759074,0.57697904
