# Xlam,PX,Ylam,PY
1.0,0.0014670586643366,1.0,0.0193296189539698
1.0071428571428571,0.0040982393573677,1.0071428571428571,0.0397730961343226
1.0142857142857142,0.0061234822819254,1.0142857142857142,0.0537468068609982
1.0214285714285714,0.0077675068606057,1.0214285714285714,0.0677279308087198
1.0285714285714285,0.0093977346493392,1.0285714285714285,0.0832236806191591
1.0357142857142858,0.0113341891313989,1.0357142857142858,0.1026363969594491
1.042857142857143,0.0139767528771925,1.042857142857143,0.1239457527558468
1.05,0.0166026577702874,1.05,0.1472264460879903
1.0571428571428572,0.0198590664996869,1.0571428571428572,0.1742439569773849
1.0642857142857145,0.0239239807905652,1.0642857142857145,0.2056417305769697
1.0714285714285714,0.0284316515071085,1.0714285714285714,0.2387861280307963
1.0785714285714283,0.0334632096530624,1.0785714285714283,0.2762715975689168
1.0857142857142856,0.0401659573116771,1.0857142857142856,0.3164646305764709
1.092857142857143,0.0475805225857604,1.092857142857143,0.3600346318734124
1.1,0.0560161531375077,1.1,0.4074951310857647
1.1071428571428572,0.0663630854361197,1.1071428571428572,0.4589714498202647
1.1142857142857143,0.0781269222400179,1.1142857142857143,0.5115981286913709
1.1214285714285714,0.0913343288135797,1.1214285714285714,0.5702882353029074
1.1285714285714286,0.1063535700835848,1.1285714285714286,0.6305319610504028
1.1357142857142857,0.122043911613362,1.1357142857142857,0.6864570866876446
1.1428571428571428,0.1244509887618443,1.1428571428571428,0.691200794781057
1.1357142857142857,0.0926197174751307,1.1357142857142857,0.5651714313571705
1.1285714285714286,0.0693007395943298,1.1285714285714286,0.4566176014628879
1.1214285714285714,0.0516913017389502,1.1214285714285714,0.3715395441139285
1.1142857142857143,0.039199134186465,1.1142857142857143,0.3037178079329329
1.1071428571428572,0.0295720784804729,1.1071428571428572,0.247171495580502
1.1,0.0226171660927974,1.1,0.1991874736264025
1.092857142857143,0.0174210166794644,1.092857142857143,0.1611108398899115
1.0857142857142856,0.0127569147416575,1.0857142857142856,0.1290954016683023
1.0785714285714283,0.0095184411381323,1.0785714285714283,0.1032313631959849
1.0714285714285714,0.0075697300870361,1.0714285714285714,0.0795078856040661
1.0642857142857145,0.0054970480780212,1.0642857142857145,0.0614762248882992
1.0571428571428572,0.0038653831236683,1.0571428571428572,0.046929004077059
1.05,0.0027195712860221,1.05,0.0376775904943923
