# Xlam,PX,Ylam,PY
1.0,0.0,1.0,0.0052038317231911
1.0034285714285711,0.001303537259099,1.0071428571428571,0.0249795380726916
1.0071428571428571,0.0025237241701928,1.0142857142857142,0.0390194404254966
1.010571428571429,0.0037385935684946,1.0214285714285714,0.0506666034713085
1.0142857142857142,0.0045188167621672,1.0285714285714285,0.064244703002666
1.0177142857142858,0.0058403957077133,1.0357142857142858,0.0821654650790205
1.0214285714285714,0.0072236162890924,1.042857142857143,0.1016724773231505
1.024857142857143,0.0083160431826535,1.05,0.1252398285957649
1.0285714285714285,0.0100282814927575,1.0571428571428572,0.1528840345756398
1.032,0.0124237359350435,1.0642857142857145,0.1824441915528979
1.0357142857142858,0.0150992580948295,1.0714285714285714,0.2149104383270723
1.0391428571428571,0.0181924699079535,1.0785714285714283,0.253484814274396
1.042857142857143,0.0218925366716237,1.0857142857142856,0.2930874364597022
1.0462857142857145,0.0257922953169013,1.092857142857143,0.334105083161814
1.05,0.0304917638252534,1.1,0.3784676127013371
1.0534285714285714,0.0355924581503307,1.1071428571428572,0.4275535524681942
1.0571428571428572,0.0419809590304061,1.1142857142857143,0.4789726968908344
1.0605714285714285,0.0480894369527364,1.1214285714285714,0.5314857097209049
1.0642857142857145,0.0552208017309426,1.1285714285714286,0.5856948216540989
1.0677142857142856,0.0631235945747208,1.1357142857142857,0.6407271058222028
1.0714285714285714,0.0659636973608513,1.1428571428571428,0.6517316708446712
1.068,0.0511205191446978,1.1357142857142857,0.5324034540975662
1.0642857142857145,0.0397381201173302,1.1285714285714286,0.4346704491603015
1.060857142857143,0.0306352690687696,1.1214285714285714,0.3556086325359052
1.0571428571428572,0.0240427046918599,1.1142857142857143,0.2895274027950363
1.0537142857142858,0.0187111097799857,1.1071428571428572,0.2374040523589199
1.05,0.0146825817183664,1.1,0.1934968186236484
1.0465714285714285,0.0115955529723107,1.092857142857143,0.1553169757067028
1.042857142857143,0.0088986000191394,1.0857142857142856,0.1241901580150255
1.0394285714285714,0.0068488320385499,1.0785714285714283,0.098024327113019
1.0357142857142858,0.0055281031238884,1.0714285714285714,0.0752010804141654
1.0322857142857145,0.0033892711856358,1.0642857142857145,0.0557085229465739
1.0285714285714285,0.0026863780181358,1.0571428571428572,0.0409472981139547
1.0251428571428571,0.001917301621219,1.05,0.031555612593941
1.0214285714285714,0.0012218151145821,1.042857142857143,0.0250858160052188
1.018,0.0009162363976711,1.0357142857142858,0.0147753514720021
1.0142857142857142,0.0002843554862955,1.0285714285714285,0.0059000517106011
1.0,0.0,1.0,0.0
