frame,axis_0_2,axis_1_3,correct_force_0_2,correct_force_1_3,cycle,strain_x,strain_y,lambda_x,lambda_y,stress_x_mpa,stress_y_mpa
40,1.17,1.17,0.6494222248427574,0.6065608156081561,1,16.714285714285715,16.714285714285715,1.1671428571428573,1.1671428571428573,0.1855492070979306,0.1733030901737589
41,1.2,1.2,0.6597992396104929,0.6177958810239443,1,17.142857142857142,17.142857142857142,1.1714285714285715,1.1714285714285715,0.1885140684601408,0.176513108863984
42,1.23,1.23,0.6716572392989145,0.6241801642154352,1,17.571428571428573,17.571428571428573,1.1757142857142857,1.1757142857142857,0.1919020683711184,0.1783371897758386
43,1.26,1.26,0.6828140013298019,0.6400483832424531,1,18.0,18.0,1.18,1.18,0.1950897146656576,0.1828709666407008
44,1.29,1.29,0.6927368699567906,0.6481767317673177,1,18.428571428571427,18.428571428571427,1.1842857142857142,1.1842857142857142,0.1979248199876544,0.1851933519335193
45,1.32,1.32,0.7007560280214198,0.658584172048617,1,18.857142857142858,18.857142857142858,1.1885714285714286,1.1885714285714286,0.2002160080061199,0.1881669062996048
46,1.35,1.35,0.7100620411686065,0.6720326858440998,1,19.285714285714285,19.285714285714285,1.1928571428571428,1.1928571428571428,0.2028748689053161,0.1920093388125999
47,1.38,1.38,0.7208575893933264,0.6750085604304319,1,19.714285714285715,19.714285714285715,1.197142857142857,1.197142857142857,0.2059593112552361,0.1928595886944091
48,1.41,1.41,0.7310628881640296,0.6893618936189362,1,20.142857142857142,20.142857142857142,1.2014285714285715,1.2014285714285715,0.2088751109040084,0.1969605410339817
49,1.44,1.44,0.7408396120144741,0.6964281650205665,1,20.571428571428573,20.571428571428573,1.2057142857142857,1.2057142857142857,0.211668460575564,0.1989794757201618
50,1.47,1.47,0.7492255911193567,0.7092775065681691,1,21.0,21.0,1.21,1.21,0.2140644546055304,0.202650716162334
51,1.5,1.5,0.7575855744426632,0.7196634466344662,1,21.428571428571427,21.428571428571427,1.2142857142857142,1.2142857142857142,0.2164530212693323,0.2056181276098475
52,1.53,1.53,0.7676509982424197,0.7226267952334696,1,21.857142857142858,21.857142857142858,1.2185714285714286,1.2185714285714286,0.2193288566406913,0.2064647986381342
53,1.56,1.56,0.7763745890820957,0.7348305983059831,1,22.285714285714285,22.285714285714285,1.2228571428571429,1.2228571428571429,0.221821311166313,0.2099515995159951
54,1.59,1.59,0.7845143458181509,0.7457394401530222,1,22.714285714285715,22.714285714285715,1.227142857142857,1.227142857142857,0.2241469559480431,0.213068411472292
55,1.62,1.62,0.7920042937569716,0.7574143241432414,1,23.142857142857142,23.142857142857142,1.2314285714285713,1.2314285714285713,0.2262869410734204,0.2164040926123547
56,1.65,1.65,0.7994541995977056,0.7620420773173249,1,23.571428571428573,23.571428571428573,1.2357142857142858,1.2357142857142858,0.2284154855993444,0.2177263078049499
57,1.68,1.68,0.8088404523180176,0.7758814657112089,1,24.0,24.0,1.24,1.24,0.2310972720908621,0.2216804187746311
58,1.71,1.71,0.8169793833700172,0.7811061472683692,1,24.428571428571427,24.428571428571427,1.2442857142857142,1.2442857142857142,0.233422680962862,0.2231731849338197
59,1.74,1.74,0.8253053596637175,0.7867822520589739,1,24.857142857142858,24.857142857142858,1.2485714285714287,1.2485714285714287,0.2358015313324907,0.2247949291597068
60,1.77,1.77,0.8315570754659163,0.7924464244642447,1,25.285714285714285,25.285714285714285,1.252857142857143,1.252857142857143,0.2375877358474046,0.2264132641326413
61,1.8,1.8,0.8374392731434315,0.8038418653890972,1,25.714285714285715,25.714285714285715,1.2571428571428571,1.2571428571428571,0.2392683637552661,0.2296691043968849
62,1.83,1.83,0.846732440494578,0.8096539241254481,1,26.142857142857142,26.142857142857142,1.2614285714285713,1.2614285714285713,0.2419235544270223,0.2313296926072709
63,1.86,1.86,0.8546645328106954,0.8193774437744378,1,26.571428571428573,26.571428571428573,1.2657142857142858,1.2657142857142858,0.2441898665173415,0.2341078410784108
64,1.89,1.89,0.8623959695868182,0.832567808436705,1,27.0,27.0,1.27,1.27,0.2463988484533766,0.2378765166962014
65,1.92,1.92,0.8679129737781357,0.8376666352870424,1,27.428571428571427,27.428571428571427,1.2742857142857142,1.2742857142857142,0.2479751353651816,0.2393333243677264
66,1.95,1.95,0.8746766980400685,0.8438425455683128,1,27.857142857142858,27.857142857142858,1.2785714285714285,1.2785714285714285,0.2499076280114481,0.2410978701623751
67,1.98,1.98,0.8828788818261242,0.8480067300673007,1,28.285714285714285,28.285714285714285,1.282857142857143,1.282857142857143,0.2522511090931783,0.2422876371620859
68,2.01,2.01,0.8892293447766726,0.8601107070184002,1,28.71428571428571,28.71428571428571,1.2871428571428571,1.2871428571428571,0.2540655270790493,0.2457459162909714
69,2.04,2.04,0.8976850418063526,0.8672114221142211,1,29.142857142857142,29.142857142857142,1.2914285714285714,1.2914285714285714,0.2564814405161007,0.2477746920326346
70,2.07,2.07,0.9024974967549744,0.8749084990849908,1,29.57142857142857,29.57142857142857,1.2957142857142858,1.2957142857142858,0.2578564276442784,0.2499738568814259
71,2.1,2.1,0.9075988897934631,0.8789097373732357,1,30.0,30.0,1.3,1.3,0.259313968512418,0.2511170678209245
72,2.13,2.13,0.9160902017769764,0.8874068051025339,1,30.428571428571427,30.428571428571427,1.3042857142857143,1.3042857142857143,0.2617400576505647,0.2535448014578668
73,2.16,2.16,0.9221893054196748,0.8916159266272466,1,30.857142857142858,30.857142857142858,1.3085714285714285,1.3085714285714285,0.2634826586913356,0.2547474076077847
74,2.19,2.19,0.9289108473115488,0.9038488315917642,1,31.285714285714285,31.285714285714285,1.3128571428571427,1.3128571428571427,0.265403099231871,0.2582425233119326
75,2.22,2.22,0.9329777131003416,0.9071945891872712,1,31.71428571428572,31.71428571428572,1.3171428571428572,1.3171428571428572,0.2665650608858119,0.259198454053506
76,2.25,2.25,0.9393906407252244,0.9159342148977044,1,32.142857142857146,32.142857142857146,1.3214285714285714,1.3214285714285714,0.2683973259214927,0.2616954899707727
77,2.28,2.28,0.9462639491571884,0.920941478503455,1,32.57142857142857,32.57142857142857,1.3257142857142856,1.3257142857142856,0.2703611283306252,0.2631261367152728
78,2.31,2.31,0.9535106833663256,0.928369344038268,1,33.0,33.0,1.33,1.33,0.2724316238189502,0.2652483840109337
79,2.34,2.34,0.9601146824347156,0.9345967597607012,1,33.42857142857143,33.42857142857143,1.3342857142857143,1.3342857142857143,0.274318480695633,0.2670276456459146
80,2.37,2.37,0.9648056833868028,0.94056304356147,1,33.857142857142854,33.857142857142854,1.3385714285714285,1.3385714285714285,0.2756587666819436,0.26873229816042
81,2.4,2.4,0.9687357481986992,0.9454384543845438,1,34.285714285714285,34.285714285714285,1.342857142857143,1.342857142857143,0.2767816423424855,0.2701252726812982
82,2.43,2.43,0.9765301985272712,0.9519565981100424,1,34.714285714285715,34.714285714285715,1.3471428571428572,1.3471428571428572,0.2790086281506489,0.2719875994600121
83,2.46,2.46,0.9828644288806396,0.9601346272083412,1,35.142857142857146,35.142857142857146,1.3514285714285714,1.3514285714285714,0.2808184082516113,0.2743241792023832
84,2.49,2.49,0.989143497713202,0.9705826368608514,1,35.57142857142858,35.57142857142858,1.3557142857142859,1.3557142857142859,0.2826124279180577,0.2773093248173861
85,2.52,2.52,0.993575960466873,0.9706049739068818,1,36.0,36.0,1.3599999999999999,1.3599999999999999,0.283878845847678,0.2773157068305376
86,2.55,2.55,0.9973423963658162,0.9783922839228392,1,36.42857142857142,36.42857142857142,1.3642857142857143,1.3642857142857143,0.2849549703902332,0.2795406525493826
87,2.58,2.58,1.004942720174612,0.9869898698986992,1,36.85714285714285,36.85714285714285,1.3685714285714285,1.3685714285714285,0.2871264914784605,0.2819971056853426
88,2.61,2.61,1.0113231713396489,0.9929684296842968,1,37.285714285714285,37.285714285714285,1.3728571428571428,1.3728571428571428,0.2889494775256139,0.2837052656240848
89,2.64,2.64,1.017416590551393,0.9957453884883676,1,37.71428571428572,37.71428571428572,1.3771428571428572,1.3771428571428572,0.2906904544432551,0.2844986824252478
90,2.67,2.67,1.0212151336747637,1.0019452694526945,1,38.142857142857146,38.142857142857146,1.3814285714285715,1.3814285714285715,0.2917757524785039,0.2862700769864841
91,2.7,2.7,1.0251655429774242,1.0058071270367877,1,38.57142857142857,38.57142857142857,1.3857142857142857,1.3857142857142857,0.2929044408506926,0.2873734648676536
92,2.73,2.73,1.0318634727778029,1.0132849604358114,1,39.0,39.0,1.3900000000000001,1.3900000000000001,0.2948181350793722,0.2895099886959461
93,2.76,2.76,1.0386064531755486,1.0187281213945143,1,39.42857142857143,39.42857142857143,1.3942857142857144,1.3942857142857144,0.2967447009072996,0.2910651775412898
94,2.79,2.79,1.0443265282188836,1.026338013380134,1,39.85714285714285,39.85714285714285,1.3985714285714286,1.3985714285714286,0.2983790080625381,0.293239432394324
95,2.82,2.82,1.0472281257135694,1.0291535415354154,1,40.285714285714285,40.285714285714285,1.4028571428571428,1.4028571428571428,0.2992080359181627,0.2940438690101187
96,2.85,2.85,1.0513671149682016,1.0369510129830364,1,40.71428571428572,40.71428571428572,1.4071428571428573,1.4071428571428573,0.300390604276629,0.2962717179951533
97,2.88,2.88,1.0579055309774723,1.043419434194342,1,41.142857142857146,41.142857142857146,1.4114285714285715,1.4114285714285715,0.3022587231364206,0.2981198383412405
98,2.91,2.91,1.063156754838146,1.049261009851478,1,41.57142857142857,41.57142857142857,1.4157142857142857,1.4157142857142857,0.3037590728108988,0.2997888599575651
99,2.94,2.94,1.0693059719579798,1.053839728052453,1,42.0,42.0,1.42,1.42,0.3055159919879942,0.3010970651578437
100,2.97,2.97,1.073215844778713,1.0577666121488802,1,42.42857142857143,42.42857142857143,1.4242857142857144,1.4242857142857144,0.3066330985082037,0.3022190320425372
101,3.0,3.0,1.076120952585969,1.062423624236242,1,42.85714285714285,42.85714285714285,1.4285714285714284,1.4285714285714284,0.3074631293102768,0.3035496069246405
102,3.03,3.03,1.0828399096167738,1.0732726015683802,1,43.285714285714285,43.285714285714285,1.4328571428571428,1.4328571428571428,0.3093828313190782,0.3066493147338229
103,3.06,3.06,1.0887950885254798,1.0731724817248174,1,43.71428571428572,43.71428571428572,1.4371428571428573,1.4371428571428573,0.3110843110072799,0.3066207090642335
104,3.09,3.09,1.093546865130538,1.0814559869736629,1,44.142857142857146,44.142857142857146,1.4414285714285715,1.4414285714285715,0.312441961465868,0.3089874248496179
105,3.12,3.12,1.0972951486680722,1.086212560401466,1,44.57142857142857,44.57142857142857,1.4457142857142857,1.4457142857142857,0.3135128996194492,0.3103464458289903
106,3.15,3.15,1.1006381712456896,1.097670410201639,1,45.0,45.0,1.45,1.45,0.3144680489273399,0.3136201172004683
107,3.18,3.18,1.1064890404270673,1.0966887686118238,1,45.42857142857143,45.42857142857143,1.4542857142857142,1.4542857142857142,0.3161397258363049,0.3133396481748068
108,3.21,3.21,1.1117077273764926,1.1035376117307971,1,45.85714285714285,45.85714285714285,1.4585714285714284,1.4585714285714284,0.3176307792504264,0.3152964604945134
109,3.24,3.24,1.1172450652576642,1.1104828203454449,1,46.285714285714285,46.285714285714285,1.4628571428571429,1.4628571428571429,0.3192128757879041,0.3172808058129842
110,3.27,3.27,1.1200826427054231,1.1158826797627583,1,46.71428571428572,46.71428571428572,1.4671428571428573,1.4671428571428573,0.3200236122015494,0.3188236227893595
111,3.3,3.3,1.123501696925571,1.1198486122792262,1,47.142857142857146,47.142857142857146,1.4714285714285715,1.4714285714285715,0.3210004848358774,0.3199567463654932
112,3.33,3.33,1.1291971210958744,1.1263181843641097,1,47.57142857142857,47.57142857142857,1.4757142857142858,1.4757142857142858,0.3226277488845355,0.3218051955326028
113,3.36,3.36,1.13449229085357,1.1293432934329342,1,48.0,48.0,1.48,1.48,0.3241406545295914,0.3226695124094097
114,3.39,3.39,1.1392003816799177,1.1366666166661663,1,48.42857142857143,48.42857142857143,1.4842857142857144,1.4842857142857144,0.3254858233371193,0.3247618904760475
115,3.42,3.42,1.1430267409069763,1.138086559437023,1,48.85714285714285,48.85714285714285,1.4885714285714284,1.4885714285714284,0.3265790688305647,0.325167588410578
116,3.45,3.45,1.145762424855912,1.143818938189382,1,49.285714285714285,49.285714285714285,1.4928571428571429,1.4928571428571429,0.3273606928159748,0.326805410911252
