frame,axis_0_2,axis_1_3,correct_force_0_2,correct_force_1_3,cycle,strain_x,strain_y,lambda_x,lambda_y,stress_x_mpa,stress_y_mpa
1,0.0,0.0,-0.0082403450942828,-0.0010519033761766,1,0.0,0.0,1.0,1.0,-0.0020600862735707,-0.0002629758440441
2,0.03,0.03,-0.0052070928878108,-0.0044681846022704,1,0.1153846153846153,0.1153846153846153,1.001153846153846,1.001153846153846,-0.0013017732219527,-0.0011170461505676
3,0.06,0.06,-0.0002355639523446,-0.000360003600036,1,0.2307692307692307,0.2307692307692307,1.0023076923076923,1.0023076923076923,-5.889098808615e-05,-9.0000900009e-05
4,0.09,0.09,0.0045497162237563,0.0052976047001849,1,0.3461538461538461,0.3461538461538461,1.0034615384615384,1.0034615384615384,0.001137429055939,0.0013244011750462
5,0.12,0.12,0.0077387677314069,0.0059788097880978,1,0.4615384615384615,0.4615384615384615,1.0046153846153847,1.0046153846153847,0.0019346919328517,0.0014947024470244
6,0.15,0.15,0.0110210722319908,0.0036690625526944,1,0.5769230769230769,0.5769230769230769,1.0057692307692307,1.0057692307692307,0.0027552680579977,0.0009172656381736
7,0.18,0.18,0.0167256782605814,0.0118753866110089,1,0.6923076923076923,0.6923076923076923,1.006923076923077,1.006923076923077,0.0041814195651453,0.0029688466527522
8,0.21,0.21,0.0232201816119621,0.0150764438678869,1,0.8076923076923077,0.8076923076923077,1.008076923076923,1.008076923076923,0.0058050454029905,0.0037691109669717
9,0.24,0.24,0.0300109509832156,0.0190049400494004,1,0.9230769230769232,0.9230769230769232,1.0092307692307692,1.0092307692307692,0.0075027377458039,0.0047512350123501
10,0.27,0.27,0.0338744789336305,0.0217352173521735,1,1.0384615384615383,1.0384615384615383,1.0103846153846154,1.0103846153846154,0.0084686197334076,0.0054338043380433
11,0.3,0.3,0.0379867656149509,0.025890508905089,1,1.1538461538461535,1.1538461538461535,1.0115384615384615,1.0115384615384615,0.0094966914037377,0.0064726272262722
12,0.33,0.33,0.0442189435311683,0.0309514332828057,1,1.2692307692307692,1.2692307692307692,1.0126923076923078,1.0126923076923078,0.011054735882792,0.0077378583207014
13,0.36,0.36,0.0512167954846227,0.0377079719073052,1,1.3846153846153846,1.3846153846153846,1.0138461538461538,1.0138461538461538,0.0128041988711556,0.0094269929768263
14,0.39,0.39,0.0575941930428699,0.0412363520186926,1,1.5,1.5,1.015,1.015,0.0143985482607174,0.0103090880046731
15,0.42,0.42,0.0631934643854486,0.0461984619846198,1,1.6153846153846154,1.6153846153846154,1.0161538461538462,1.0161538461538462,0.0157983660963621,0.0115496154961549
16,0.45,0.45,0.0680707181454351,0.0536025937182448,1,1.7307692307692308,1.7307692307692308,1.0173076923076922,1.0173076923076922,0.0170176795363587,0.0134006484295612
17,0.48,0.48,0.0743597103964745,0.0603086203275825,1,1.8461538461538465,1.8461538461538465,1.0184615384615385,1.0184615384615385,0.0185899275991186,0.0150771550818956
18,0.51,0.51,0.0833285710427576,0.0659637630859067,1,1.9615384615384612,1.9615384615384612,1.0196153846153846,1.0196153846153846,0.0208321427606894,0.0164909407714766
19,0.54,0.54,0.0898787792638019,0.0711564615646156,1,2.076923076923077,2.076923076923077,1.0207692307692309,1.0207692307692309,0.0224696948159504,0.0177891153911539
20,0.57,0.57,0.0942199104599008,0.0754833798337983,1,2.192307692307692,2.192307692307692,1.021923076923077,1.021923076923077,0.0235549776149752,0.0188708449584495
21,0.6,0.6,0.0993855901846589,0.0816035660356603,1,2.3076923076923075,2.3076923076923075,1.023076923076923,1.023076923076923,0.0248463975461647,0.020400891508915
22,0.63,0.63,0.1070717901453084,0.0884278054603206,1,2.423076923076923,2.423076923076923,1.0242307692307693,1.0242307692307693,0.0267679475363271,0.0221069513650801
23,0.66,0.66,0.1142912572608899,0.0924913415800824,1,2.5384615384615383,2.5384615384615383,1.0253846153846153,1.0253846153846153,0.0285728143152224,0.0231228353950206
24,0.69,0.69,0.1216216230495505,0.1014982649826498,1,2.6538461538461537,2.6538461538461537,1.0265384615384616,1.0265384615384616,0.0304054057623876,0.0253745662456624
25,0.72,0.72,0.1261773078245957,0.1080063300633006,1,2.769230769230769,2.769230769230769,1.0276923076923077,1.0276923076923077,0.0315443269561489,0.0270015825158251
26,0.75,0.75,0.1314710838744527,0.114656588873581,1,2.8846153846153846,2.8846153846153846,1.0288461538461537,1.0288461538461537,0.0328677709686131,0.0286641472183952
27,0.78,0.78,0.1392551881020244,0.1217761315544189,1,3.0,3.0,1.03,1.03,0.0348137970255061,0.0304440328886047
28,0.81,0.81,0.1468485729765318,0.1246752467524675,1,3.1153846153846154,3.1153846153846154,1.031153846153846,1.031153846153846,0.0367121432441329,0.0311688116881168
29,0.84,0.84,0.1529345645742418,0.1331415814158141,1,3.230769230769231,3.230769230769231,1.0323076923076924,1.0323076923076924,0.0382336411435604,0.0332853953539535
30,0.87,0.87,0.1577703625025187,0.1397371349192419,1,3.3461538461538463,3.3461538461538463,1.0334615384615384,1.0334615384615384,0.0394425906256296,0.0349342837298104
31,0.9,0.9,0.1631356949388206,0.1446938761259533,1,3.4615384615384617,3.4615384615384617,1.0346153846153847,1.0346153846153847,0.0407839237347051,0.0361734690314883
32,0.93,0.93,0.1708306229815011,0.1551975002508645,1,3.576923076923077,3.576923076923077,1.0357692307692308,1.0357692307692308,0.0427076557453752,0.0387993750627161
33,0.96,0.96,0.1778578111185798,0.1573942463562566,1,3.692307692307693,3.692307692307693,1.0369230769230768,1.0369230769230768,0.0444644527796449,0.0393485615890641
34,0.99,0.99,0.1836872459582925,0.1651871001468635,1,3.807692307692308,3.807692307692308,1.0380769230769231,1.0380769230769231,0.0459218114895731,0.0412967750367158
35,1.02,1.02,0.1873974094392695,0.1707013375552475,1,3.923076923076923,3.923076923076923,1.0392307692307692,1.0392307692307692,0.0468493523598173,0.0426753343888118
36,1.05,1.05,0.1926378784415966,0.1760220379981577,1,4.038461538461538,4.038461538461538,1.0403846153846155,1.0403846153846155,0.0481594696103991,0.0440055094995394
37,1.08,1.08,0.1999702938006082,0.1841162377141012,1,4.153846153846154,4.153846153846154,1.0415384615384615,1.0415384615384615,0.049992573450152,0.0460290594285253
38,1.11,1.11,0.206602908413566,0.191458716311301,1,4.26923076923077,4.26923076923077,1.0426923076923078,1.0426923076923078,0.0516507271033915,0.0478646790778252
39,1.14,1.14,0.2129435275705143,0.1964859303765451,1,4.384615384615384,4.384615384615384,1.0438461538461539,1.0438461538461539,0.0532358818926285,0.0491214825941362
40,1.17,1.17,0.2174274409464673,0.2031797817978179,1,4.5,4.5,1.045,1.045,0.0543568602366168,0.0507949454494544
41,1.2,1.2,0.2220359967563867,0.2094499393269794,1,4.615384615384615,4.615384615384615,1.0461538461538462,1.0461538461538462,0.0555089991890966,0.0523624848317448
42,1.23,1.23,0.2278813428408912,0.2160451604516045,1,4.730769230769231,4.730769230769231,1.0473076923076923,1.0473076923076923,0.0569703357102228,0.0540112901129011
43,1.26,1.26,0.2354913097155243,0.2212907473902325,1,4.846153846153846,4.846153846153846,1.0484615384615386,1.0484615384615386,0.058872827428881,0.0553226868475581
44,1.29,1.29,0.2411685219892804,0.2263380133801338,1,4.961538461538462,4.961538461538462,1.0496153846153846,1.0496153846153846,0.0602921304973201,0.0565845033450334
45,1.32,1.32,0.2457106919624967,0.231614212693851,1,5.076923076923077,5.076923076923077,1.0507692307692307,1.0507692307692307,0.0614276729906241,0.0579035531734627
46,1.35,1.35,0.250067300743108,0.2366715452868814,1,5.1923076923076925,5.1923076923076925,1.051923076923077,1.051923076923077,0.062516825185777,0.0591678863217203
47,1.38,1.38,0.2563025201816858,0.2455171103435172,1,5.307692307692308,5.307692307692308,1.053076923076923,1.053076923076923,0.0640756300454214,0.0613792775858793
48,1.41,1.41,0.2633147933025244,0.2517187671876718,1,5.423076923076923,5.423076923076923,1.0542307692307693,1.0542307692307693,0.0658286983256311,0.0629296917969179
49,1.44,1.44,0.2685164564555482,0.255763622907165,1,5.538461538461538,5.538461538461538,1.0553846153846154,1.0553846153846154,0.067129114113887,0.0639409057267912
50,1.47,1.47,0.271957508096149,0.2645621456214562,1,5.653846153846154,5.653846153846154,1.0565384615384616,1.0565384615384616,0.0679893770240372,0.066140536405364
51,1.5,1.5,0.2769070656374522,0.2721037370472227,1,5.769230769230769,5.769230769230769,1.0576923076923077,1.0576923076923077,0.069226766409363,0.0680259342618056
52,1.53,1.53,0.2837551375922825,0.275030250302503,1,5.884615384615385,5.884615384615385,1.0588461538461538,1.0588461538461538,0.0709387843980706,0.0687575625756257
53,1.56,1.56,0.2901709870422867,0.2816827460146522,1,6.0,6.0,1.06,1.06,0.0725427467605716,0.070420686503663
54,1.59,1.59,0.2950410811144375,0.2852088520885208,1,6.115384615384615,6.115384615384615,1.0611538461538461,1.0611538461538461,0.0737602702786093,0.0713022130221302
55,1.62,1.62,0.2986932697327423,0.2930871550094811,1,6.230769230769231,6.230769230769231,1.0623076923076924,1.0623076923076924,0.0746733174331855,0.0732717887523702
56,1.65,1.65,0.3038878357166385,0.2980554891755814,1,6.346153846153846,6.346153846153846,1.0634615384615385,1.0634615384615385,0.0759719589291596,0.0745138722938953
57,1.68,1.68,0.3097917387295602,0.303690053526151,1,6.461538461538462,6.461538461538462,1.0646153846153845,1.0646153846153845,0.07744793468239,0.0759225133815377
58,1.71,1.71,0.3158826711292782,0.3092443424434244,1,6.576923076923077,6.576923076923077,1.0657692307692308,1.0657692307692308,0.0789706677823195,0.0773110856108561
59,1.74,1.74,0.319741260880314,0.3158121236384777,1,6.6923076923076925,6.6923076923076925,1.0669230769230769,1.0669230769230769,0.0799353152200785,0.0789530309096194
60,1.77,1.77,0.3250480572324867,0.3235662912184677,1,6.807692307692308,6.807692307692308,1.0680769230769231,1.0680769230769231,0.0812620143081216,0.0808915728046169
61,1.8,1.8,0.3297809797422871,0.3275013486209132,1,6.923076923076923,6.923076923076923,1.0692307692307692,1.0692307692307692,0.0824452449355717,0.0818753371552283
62,1.83,1.83,0.3363642816925992,0.3335870427669794,1,7.038461538461538,7.038461538461538,1.0703846153846155,1.0703846153846155,0.0840910704231498,0.0833967606917448
63,1.86,1.86,0.3425372232218295,0.3386934559000762,1,7.153846153846154,7.153846153846154,1.0715384615384616,1.0715384615384616,0.0856343058054573,0.084673363975019
64,1.89,1.89,0.3472994031857266,0.3455082566698682,1,7.269230769230769,7.269230769230769,1.0726923076923076,1.0726923076923076,0.0868248507964316,0.086377064167467
65,1.92,1.92,0.350942364472032,0.349697229730918,1,7.384615384615385,7.384615384615385,1.073846153846154,1.073846153846154,0.087735591118008,0.0874243074327295
66,1.95,1.95,0.3548142467225626,0.3572952970909019,1,7.5,7.5,1.075,1.075,0.0887035616806406,0.0893238242727254
67,1.98,1.98,0.3613813009604261,0.3618493771144608,1,7.615384615384615,7.615384615384615,1.0761538461538462,1.0761538461538462,0.0903453252401065,0.0904623442786152
68,2.01,2.01,0.3681719738842543,0.3681450607609524,1,7.73076923076923,7.73076923076923,1.0773076923076923,1.0773076923076923,0.0920429934710635,0.0920362651902381
69,2.04,2.04,0.3730313685485154,0.3737317373173732,1,7.846153846153846,7.846153846153846,1.0784615384615384,1.0784615384615384,0.0932578421371288,0.0934329343293433
70,2.07,2.07,0.3756260961953208,0.3786270621326903,1,7.961538461538461,7.961538461538461,1.0796153846153846,1.0796153846153846,0.0939065240488302,0.0946567655331725
71,2.1,2.1,0.3810490509224917,0.3834892486855903,1,8.076923076923077,8.076923076923077,1.0807692307692307,1.0807692307692307,0.0952622627306229,0.0958723121713975
72,2.13,2.13,0.3878708142019019,0.3928011693910042,1,8.192307692307692,8.192307692307692,1.081923076923077,1.081923076923077,0.0969677035504754,0.098200292347751
73,2.16,2.16,0.3938393537066675,0.396324662138247,1,8.307692307692308,8.307692307692308,1.083076923076923,1.083076923076923,0.0984598384266668,0.0990811655345617
74,2.19,2.19,0.3982104870702381,0.4018441631460649,1,8.423076923076923,8.423076923076923,1.0842307692307693,1.0842307692307693,0.0995526217675595,0.1004610407865162
75,2.22,2.22,0.4003188289775973,0.4052171355046884,1,8.53846153846154,8.53846153846154,1.0853846153846154,1.0853846153846154,0.1000797072443993,0.1013042838761721
76,2.25,2.25,0.4057970689616757,0.4139668457124132,1,8.653846153846153,8.653846153846153,1.0865384615384615,1.0865384615384615,0.1014492672404189,0.1034917114281033
77,2.28,2.28,0.4124879297613807,0.4162149121491215,1,8.769230769230768,8.769230769230768,1.0876923076923077,1.0876923076923077,0.1031219824403451,0.1040537280372803
78,2.31,2.31,0.4185834795141563,0.4264832303495449,1,8.884615384615385,8.884615384615385,1.0888461538461538,1.0888461538461538,0.104645869878539,0.1066208075873862
79,2.34,2.34,0.4220154582454127,0.4257382851606294,1,9.0,9.0,1.09,1.09,0.1055038645613531,0.1064345712901573
80,2.37,2.37,0.4261121189868057,0.4321820958357367,1,9.115384615384617,9.115384615384617,1.0911538461538461,1.0911538461538461,0.1065280297467014,0.1080455239589341
81,2.4,2.4,0.4312029756598782,0.4375189466180376,1,9.23076923076923,9.23076923076923,1.0923076923076922,1.0923076923076922,0.1078007439149695,0.1093797366545094
82,2.43,2.43,0.4369898022092934,0.443336157499506,1,9.346153846153848,9.346153846153848,1.0934615384615385,1.0934615384615385,0.1092474505523233,0.1108340393748765
83,2.46,2.46,0.4429209341271951,0.4484157341573416,1,9.461538461538462,9.461538461538462,1.0946153846153845,1.0946153846153845,0.1107302335317987,0.1121039335393354
84,2.49,2.49,0.4461900697587236,0.4538349693841765,1,9.576923076923078,9.576923076923078,1.0957692307692308,1.0957692307692308,0.1115475174396809,0.1134587423460441
85,2.52,2.52,0.4486163278667596,0.4615758140340024,1,9.692307692307692,9.692307692307692,1.096923076923077,1.096923076923077,0.1121540819666899,0.1153939535085006
86,2.55,2.55,0.4534761849981769,0.4642168260763067,1,9.807692307692308,9.807692307692308,1.0980769230769232,1.0980769230769232,0.1133690462495442,0.1160542065190766
87,2.58,2.58,0.4599082130408092,0.4734489844898448,1,9.923076923076923,9.923076923076923,1.0992307692307692,1.0992307692307692,0.1149770532602023,0.1183622461224612
88,2.61,2.61,0.4661559476214206,0.4744134941349413,1,10.038461538461538,10.038461538461538,1.1003846153846153,1.1003846153846153,0.1165389869053551,0.1186033735337353
89,2.64,2.64,0.4698693806551003,0.4806823930308268,1,10.153846153846152,10.153846153846152,1.1015384615384616,1.1015384615384616,0.117467345163775,0.1201705982577067
90,2.67,2.67,0.4722572507459014,0.4854581045810459,1,10.26923076923077,10.26923076923077,1.1026923076923076,1.1026923076923076,0.1180643126864753,0.1213645261452614
91,2.7,2.7,0.4772057689273067,0.4894254853878588,1,10.384615384615383,10.384615384615383,1.103846153846154,1.103846153846154,0.1193014422318266,0.1223563713469647
92,2.73,2.73,0.483621866928382,0.4939331782480387,1,10.5,10.5,1.105,1.105,0.1209054667320955,0.1234832945620096
93,2.76,2.76,0.4883926654982694,0.5020307099622721,1,10.615384615384617,10.615384615384617,1.1061538461538463,1.1061538461538463,0.1220981663745673,0.125507677490568
94,2.79,2.79,0.4918199297116517,0.5054398819850267,1,10.73076923076923,10.73076923076923,1.1073076923076923,1.1073076923076923,0.1229549824279129,0.1263599704962566
95,2.82,2.82,0.4949078304807703,0.5106305619706444,1,10.846153846153848,10.846153846153848,1.1084615384615384,1.1084615384615384,0.1237269576201925,0.1276576404926611
