frame,axis_0_2,correct_force_0_2,cycle,strain_x,lambda_x,stress_x_mpa
71,2.1,0.2117680404150475,1,8.076923076923077,1.0807692307692307,0.0770065601509263
72,2.13,0.2149142668912398,1,8.192307692307692,1.081923076923077,0.0781506425059054
73,2.16,0.2175500536022977,1,8.307692307692308,1.083076923076923,0.0791091104008355
74,2.19,0.2208322418688023,1,8.423076923076923,1.0842307692307693,0.0803026334068372
75,2.22,0.2223671787684887,1,8.53846153846154,1.0853846153846154,0.0808607922794504
76,2.25,0.224211518808366,1,8.653846153846153,1.0865384615384615,0.0815314613848603
77,2.28,0.2279464007584336,1,8.769230769230768,1.0876923076923077,0.082889600275794
78,2.31,0.230172128352769,1,8.884615384615385,1.0888461538461538,0.0836989557646432
79,2.34,0.231848551940349,1,9.0,1.09,0.0843085643419451
80,2.37,0.2347339856629329,1,9.115384615384617,1.0911538461538461,0.0853578129683392
81,2.4,0.2367992693866509,1,9.23076923076923,1.0923076923076922,0.0861088252315094
82,2.43,0.2390952884851789,1,9.346153846153848,1.0934615384615385,0.0869437412673377
83,2.46,0.2414137774814278,1,9.461538461538462,1.0946153846153845,0.0877868281750646
84,2.49,0.2445048431875728,1,9.576923076923078,1.0957692307692308,0.0889108520682082
85,2.52,0.2466995296260248,1,9.692307692307692,1.096923076923077,0.089708919864009
86,2.55,0.2491914322497044,1,9.807692307692308,1.0980769230769232,0.0906150662726197
87,2.58,0.2511365514349754,1,9.923076923076923,1.0992307692307692,0.091322382339991
88,2.61,0.2543736214757988,1,10.038461538461538,1.1003846153846153,0.0924994987184722
89,2.64,0.2572181803757953,1,10.153846153846152,1.1015384615384616,0.0935338837730164
90,2.67,0.258339905804443,1,10.26923076923077,1.1026923076923076,0.0939417839288883
91,2.7,0.2601746804018934,1,10.384615384615383,1.103846153846154,0.0946089746915976
92,2.73,0.2625254256814734,1,10.5,1.105,0.0954637911568994
93,2.76,0.2659015287149506,1,10.615384615384617,1.1061538461538463,0.0966914649872547
94,2.79,0.2681144381111237,1,10.73076923076923,1.1073076923076923,0.0974961593131358
95,2.82,0.2693876383704113,1,10.846153846153848,1.1084615384615384,0.0979591412256041
96,2.85,0.2718997466490563,1,10.961538461538462,1.1096153846153847,0.0988726351451113
97,2.88,0.274129755568125,1,11.076923076923077,1.1107692307692307,0.0996835474793182
98,2.91,0.2767338281434964,1,11.192307692307692,1.111923076923077,0.1006304829612714
99,2.94,0.278945577417785,1,11.307692307692308,1.113076923076923,0.1014347554246491
100,2.97,0.2807890885203203,1,11.423076923076923,1.1142307692307691,0.1021051230982982
101,3.0,0.2830296788280629,1,11.538461538461538,1.1153846153846154,0.1029198832102047
102,3.03,0.2852811351119521,1,11.653846153846152,1.1165384615384615,0.1037385945861644
103,3.06,0.2882815343323401,1,11.76923076923077,1.1176923076923078,0.1048296488481236
104,3.09,0.2903571934366352,1,11.884615384615383,1.1188461538461538,0.1055844339769582
105,3.12,0.2921670915854136,1,12.0,1.12,0.1062425787583322
106,3.15,0.2938201396938429,1,12.115384615384617,1.1211538461538462,0.1068436871613974
107,3.18,0.2962046683993805,1,12.23076923076923,1.1223076923076922,0.1077107885088656
108,3.21,0.2993652282042275,1,12.346153846153848,1.1234615384615385,0.1088600829833554
109,3.24,0.3014863695519122,1,12.461538461538462,1.1246153846153846,0.1096314071097862
110,3.27,0.3034009050990118,1,12.576923076923077,1.1257692307692309,0.1103276018541861
111,3.3,0.3043789600705218,1,12.692307692307692,1.126923076923077,0.1106832582074624
112,3.33,0.3067726363663974,1,12.807692307692308,1.128076923076923,0.1115536859514172
113,3.36,0.3100258484629415,1,12.923076923076923,1.1292307692307693,0.1127366721683423
114,3.39,0.3124997384357838,1,13.038461538461538,1.1303846153846153,0.1136362685221032
115,3.42,0.3139681952980556,1,13.153846153846152,1.1315384615384616,0.1141702528356565
116,3.45,0.3152751319190926,1,13.26923076923077,1.1326923076923077,0.1146455025160336
117,3.48,0.3172980953044957,1,13.384615384615383,1.1338461538461537,0.1153811255652711
118,3.51,0.3200769655386954,1,13.5,1.135,0.1163916238322528
119,3.54,0.3221506752738565,1,13.615384615384617,1.1361538461538463,0.1171457000995841
120,3.57,0.3242198941726484,1,13.73076923076923,1.1373076923076924,0.1178981433355085
121,3.6,0.3245371585537858,1,13.846153846153848,1.1384615384615384,0.1180135122013766
122,3.63,0.3275206643694864,1,13.961538461538462,1.1396153846153847,0.1190984234070859
123,3.66,0.331011944537884,1,14.076923076923077,1.1407692307692308,0.1203679798319578
124,3.69,0.3325332541443316,1,14.192307692307692,1.141923076923077,0.1209211833252114
125,3.72,0.3331476040008837,1,14.307692307692308,1.143076923076923,0.1211445832730486
126,3.75,0.3348974725113811,1,14.423076923076923,1.1442307692307692,0.1217808990950476
127,3.78,0.3377912698990962,1,14.538461538461538,1.1453846153846154,0.1228331890542168
128,3.81,0.3410716821716,1,14.653846153846152,1.1465384615384615,0.1240260662442181
129,3.84,0.3428701281020456,1,14.76923076923077,1.1476923076923078,0.124680046582562
130,3.87,0.3437378426644006,1,14.884615384615383,1.1488461538461539,0.1249955791506911
131,3.9,0.3448500494979438,1,15.0,1.15,0.1254000179992523
132,3.93,0.3472309019899944,1,15.115384615384617,1.1511538461538462,0.1262657825418161
133,3.96,0.3503757549287229,1,15.23076923076923,1.1523076923076923,0.1274093654286265
134,3.99,0.3517394024022728,1,15.346153846153848,1.1534615384615385,0.1279052372371901
135,4.02,0.3524499824869573,1,15.46153846153846,1.1546153846153846,0.1281636299952572
136,4.05,0.3543493005622947,1,15.576923076923077,1.1557692307692307,0.1288542911135617
137,4.08,0.356760934781503,1,15.692307692307692,1.156923076923077,0.1297312490114556
138,4.11,0.3600012152820037,1,15.80769230769231,1.1580769230769232,0.1309095328298195
139,4.14,0.3617764216872978,1,15.923076923076922,1.1592307692307693,0.1315550624317446
140,4.17,0.3626818190645353,1,16.03846153846154,1.1603846153846153,0.1318842978416492
141,4.2,0.3648268857301175,1,16.153846153846153,1.1615384615384614,0.1326643220836791
142,4.23,0.3666062988948236,1,16.26923076923077,1.1626923076923077,0.1333113814162995
143,4.26,0.369729765770655,1,16.384615384615383,1.1638461538461538,0.1344471875529654
144,4.29,0.3716267101482274,1,16.5,1.165,0.1351369855084463
145,4.32,0.3718478099898092,1,16.615384615384617,1.166153846153846,0.1352173854508397
146,4.35,0.3744472572930125,1,16.73076923076923,1.1673076923076924,0.1361626390156409
147,4.38,0.3773832830872898,1,16.846153846153847,1.1684615384615384,0.1372302847590144
148,4.41,0.3804868492206043,1,16.96153846153846,1.1696153846153847,0.1383588542620379
149,4.44,0.3814843432282436,1,17.07692307692308,1.1707692307692308,0.1387215793557249
150,4.47,0.38230695683236,1,17.192307692307693,1.1719230769230768,0.1390207115754036
151,4.5,0.3842137697285083,1,17.307692307692307,1.1730769230769231,0.1397140980830939
152,4.53,0.3877071120900077,1,17.423076923076923,1.1742307692307692,0.1409844043963664
153,4.56,0.3901436510831672,1,17.538461538461537,1.1753846153846155,0.1418704185756971
154,4.59,0.3919238434750009,1,17.653846153846153,1.1765384615384615,0.1425177612636367
155,4.62,0.3924021129937134,1,17.76923076923077,1.1776923076923076,0.1426916774522594
156,4.65,0.3942161376107986,1,17.884615384615387,1.1788461538461539,0.1433513227675631
157,4.68,0.3964579576607517,1,18.0,1.18,0.1441665300584551
158,4.71,0.3992179040347769,1,18.115384615384617,1.1811538461538462,0.145170146921737
159,4.74,0.4005490926759485,1,18.23076923076923,1.1823076923076923,0.1456542155185267
160,4.77,0.401534302925284,1,18.346153846153843,1.1834615384615383,0.1460124737910123
161,4.8,0.4022512732149641,1,18.46153846153846,1.1846153846153846,0.1462731902599869
162,4.83,0.4054230243245851,1,18.57692307692308,1.185769230769231,0.1474265542998491
163,4.86,0.4089135773184353,1,18.692307692307693,1.186923076923077,0.1486958462976128
164,4.89,0.4095508987016456,1,18.807692307692307,1.188076923076923,0.1489275995278711
165,4.92,0.4093405275475299,1,18.923076923076923,1.1892307692307693,0.1488511009263745
166,4.95,0.4115214701527995,1,19.03846153846154,1.1903846153846154,0.1496441709646543
167,4.98,0.4146316892565392,1,19.15384615384616,1.1915384615384617,0.1507751597296506
168,5.01,0.4169489569190712,1,19.26923076923077,1.1926923076923077,0.1516178025160258
169,5.04,0.4182229751546286,1,19.384615384615383,1.1938461538461538,0.1520810818744103
170,5.07,0.4187460149975934,1,19.5,1.195,0.152271278180943
171,5.1,0.4209828432050916,1,19.615384615384613,1.1961538461538461,0.1530846702563969
172,5.13,0.4235648190597027,1,19.73076923076923,1.1973076923076924,0.1540235705671646
173,5.16,0.4260714969529033,1,19.846153846153847,1.1984615384615385,0.1549350898010557
174,5.19,0.4269432852803275,1,19.96153846153846,1.1996153846153845,0.1552521037383009
175,5.22,0.4280200293415398,1,20.07692307692308,1.2007692307692308,0.1556436470332872
176,5.25,0.4291555505258188,1,20.192307692307693,1.2019230769230769,0.1560565638275704
177,5.28,0.4320505231006363,1,20.307692307692307,1.2030769230769232,0.1571092811275041
178,5.31,0.4355782435888237,1,20.423076923076923,1.2042307692307692,0.158392088577754
179,5.34,0.4360985611819377,1,20.53846153846154,1.2053846153846153,0.15858129497525
180,5.37,0.4365441651038556,1,20.653846153846157,1.2065384615384616,0.1587433327650383
181,5.4,0.4389088865012578,1,20.76923076923077,1.2076923076923076,0.1596032314550028
182,5.43,0.4417416113472143,1,20.884615384615383,1.208846153846154,0.1606333132171688
183,5.46,0.4443247875921643,1,21.0,1.21,0.1615726500335143
184,5.49,0.4441810190882079,1,21.115384615384617,1.2111538461538462,0.1615203705775301
185,5.52,0.4454476958578641,1,21.23076923076923,1.2123076923076923,0.1619809803119505
186,5.55,0.4474740871948639,1,21.346153846153847,1.2134615384615386,0.1627178498890414
187,5.58,0.4495789588579049,1,21.46153846153846,1.2146153846153847,0.1634832577665108
188,5.61,0.4522829836989619,1,21.57692307692308,1.2157692307692307,0.1644665395268952
189,5.64,0.452799143592221,1,21.692307692307693,1.216923076923077,0.1646542340335349
190,5.67,0.4527468112292582,1,21.807692307692307,1.218076923076923,0.1646352040833666
191,5.7,0.4560861261015775,1,21.923076923076923,1.2192307692307693,0.1658495004005736
192,5.73,0.4582663861673874,1,22.03846153846154,1.2203846153846154,0.1666423222426863
193,5.76,0.4603703247879257,1,22.153846153846157,1.2215384615384615,0.167407390831973
194,5.79,0.4601649077381443,1,22.26923076923077,1.2226923076923077,0.1673326937229615
195,5.82,0.4609243874182192,1,22.384615384615383,1.2238461538461538,0.1676088681520797
196,5.85,0.4629257869099805,1,22.5,1.225,0.1683366497854474
197,5.88,0.4651257697985836,1,22.615384615384617,1.2261538461538461,0.1691366435631213
198,5.91,0.4673837495721044,1,22.73076923076923,1.2273076923076922,0.1699577271171288
199,5.94,0.4672786567137052,1,22.846153846153847,1.2284615384615385,0.1699195115322564
200,5.97,0.4681766802923809,1,22.96153846153846,1.2296153846153846,0.1702460655608658
201,6.0,0.4701626306283467,1,23.07692307692308,1.2307692307692308,0.1709682293193987
202,6.03,0.4729427309161826,1,23.192307692307693,1.231923076923077,0.1719791748786118
203,6.06,0.4750216511146361,1,23.307692307692307,1.233076923076923,0.1727351458598676
204,6.09,0.4755982707306215,1,23.423076923076923,1.2342307692307692,0.172944825720226
205,6.12,0.4755016422724435,1,23.53846153846154,1.2353846153846155,0.1729096880990703
206,6.15,0.4779482209070366,1,23.653846153846157,1.2365384615384616,0.1737993530571042
207,6.18,0.4804959897578177,1,23.76923076923077,1.2376923076923076,0.1747258144573882
208,6.21,0.4822656343449021,1,23.884615384615383,1.2388461538461537,0.1753693215799644
209,6.24,0.4817497542342624,1,24.0,1.24,0.175181728812459
210,6.27,0.482582680105202,1,24.115384615384617,1.2411538461538463,0.1754846109473462
211,6.3,0.4851376562863889,1,24.23076923076923,1.2423076923076923,0.1764136931950504
212,6.33,0.48697945746166,1,24.346153846153847,1.2434615384615384,0.1770834390769672
213,6.36,0.4891253185797498,1,24.46153846153846,1.2446153846153847,0.1778637522108181
214,6.39,0.4890598018187117,1,24.57692307692308,1.2457692307692307,0.177839927934077
215,6.42,0.4893386871116337,1,24.692307692307693,1.246923076923077,0.1779413407678668
216,6.45,0.4917049195353827,1,24.807692307692307,1.248076923076923,0.1788017889219573
217,6.48,0.4951128650842278,1,24.923076923076923,1.2492307692307691,0.1800410418488101
218,6.51,0.4951112755285555,1,25.03846153846154,1.2503846153846154,0.1800404638285656
219,6.54,0.4959786523997956,1,25.153846153846157,1.2515384615384615,0.1803558735999257
220,6.57,0.4960361965273653,1,25.26923076923077,1.2526923076923078,0.1803767987372237
221,6.6,0.498581134368433,1,25.384615384615383,1.2538461538461538,0.1813022306794302
222,6.63,0.5016154002989072,1,25.5,1.255,0.1824056001086935
223,6.66,0.5024109979631679,1,25.615384615384617,1.2561538461538462,0.1826949083502428
224,6.69,0.5024769283397931,1,25.73076923076923,1.2573076923076922,0.182718883032652
225,6.72,0.5034775032818267,1,25.846153846153847,1.2584615384615385,0.1830827284661188
226,6.75,0.5060616015804013,1,25.96153846153846,1.2596153846153846,0.1840224005746913
227,6.78,0.5080383711925597,1,26.07692307692308,1.2607692307692309,0.1847412258882035
228,6.81,0.5099397712710094,1,26.192307692307693,1.261923076923077,0.1854326440985489
229,6.84,0.5093963618519406,1,26.307692307692307,1.263076923076923,0.1852350406734329
230,6.87,0.5098852409878416,1,26.423076923076923,1.2642307692307693,0.1854128149046696
231,6.9,0.5124458765858264,1,26.53846153846154,1.2653846153846153,0.1863439551221187
232,6.93,0.5154708055847013,1,26.653846153846157,1.2665384615384616,0.1874439293035277
233,6.96,0.516383511144219,1,26.76923076923077,1.2676923076923077,0.1877758222342614
234,6.99,0.5160102258241441,1,26.884615384615383,1.268846153846154,0.1876400821178706
235,7.02,0.5167576351614948,1,27.0,1.27,0.1879118673314526
236,7.05,0.5196382288616496,1,27.115384615384617,1.271153846153846,0.1889593559496907
237,7.08,0.522429561495717,1,27.23076923076923,1.2723076923076924,0.1899743859984425
238,7.11,0.5233237662668659,1,27.346153846153847,1.2734615384615384,0.1902995513697694
239,7.14,0.5229453472610547,1,27.46153846153846,1.2746153846153847,0.1901619444585653
240,7.17,0.5239055560053939,1,27.57692307692308,1.2757692307692308,0.1905111112746887
241,7.2,0.5257039095425095,1,27.692307692307693,1.2769230769230768,0.191165058015458
242,7.23,0.528843238979511,1,27.807692307692307,1.278076923076923,0.1923066323561858
243,7.26,0.5289553024013706,1,27.923076923076923,1.2792307692307692,0.1923473826914075
244,7.29,0.5285423139756388,1,28.03846153846154,1.2803846153846155,0.1921972050820504
245,7.32,0.5301651592249809,1,28.153846153846157,1.2815384615384615,0.1927873306272657
246,7.35,0.5320217329225535,1,28.26923076923077,1.2826923076923076,0.193462448335474
247,7.38,0.534825291406429,1,28.384615384615383,1.2838461538461539,0.1944819241477923
248,7.41,0.5354475995241536,1,28.5,1.285,0.1947082180087831
249,7.44,0.5349301825610793,1,28.615384615384617,1.2861538461538462,0.194520066385847
250,7.47,0.5363276616092233,1,28.73076923076923,1.2873076923076923,0.1950282405851721
251,7.5,0.5385479839434946,1,28.846153846153847,1.2884615384615385,0.1958356305249071
252,7.53,0.5413147581701558,1,28.96153846153846,1.2896153846153846,0.196841730243693
253,7.56,0.5415563732349654,1,29.07692307692308,1.290769230769231,0.1969295902672601
254,7.59,0.5410822002543261,1,29.192307692307693,1.291923076923077,0.1967571637288458
255,7.62,0.5427460645886473,1,29.307692307692307,1.293076923076923,0.1973622053049626
256,7.65,0.5458170812424618,1,29.423076923076923,1.2942307692307693,0.1984789386336224
257,7.68,0.5482309093333412,1,29.53846153846154,1.2953846153846154,0.1993566943030331
258,7.71,0.5479916662756996,1,29.653846153846157,1.2965384615384616,0.1992696968275271
259,7.74,0.5473928943828347,1,29.76923076923077,1.2976923076923077,0.199051961593758
260,7.77,0.5492525346280467,1,29.884615384615383,1.2988461538461538,0.1997281944101988
261,7.8,0.5520894391516143,1,30.0,1.3,0.2007597960551325
262,7.83,0.5535036604061592,1,30.115384615384617,1.301153846153846,0.2012740583295124
263,7.86,0.5542918178047171,1,30.23076923076923,1.3023076923076924,0.2015606610198971
264,7.89,0.5534959286460064,1,30.346153846153847,1.3034615384615384,0.2012712467803659
265,7.92,0.5552056529052283,1,30.46153846153846,1.3046153846153845,0.2018929646928103
266,7.95,0.5575886200333555,1,30.57692307692308,1.3057692307692308,0.2027594981939474
267,7.98,0.5598691359715359,1,30.692307692307693,1.3069230769230769,0.2035887767169221
268,8.01,0.5599444547539785,1,30.807692307692307,1.3080769230769231,0.2036161653650831
269,8.04,0.5595699104121166,1,30.92307692307692,1.3092307692307692,0.2034799674225878
270,8.07,0.5618726905402245,1,31.03846153846154,1.3103846153846155,0.2043173420146271
271,8.1,0.5637777759413627,1,31.153846153846157,1.3115384615384615,0.2050101003423137
272,8.13,0.5658100218923366,1,31.269230769230774,1.3126923076923078,0.2057490988699406
273,8.16,0.5653000874876868,1,31.384615384615383,1.3138461538461539,0.2055636681773406
274,8.19,0.5657505557232376,1,31.5,1.315,0.20572747480845
275,8.22,0.5679819912834122,1,31.61538461538462,1.3161538461538462,0.2065389059212408
276,8.25,0.5699042735557814,1,31.73076923076923,1.3173076923076923,0.2072379176566477
277,8.28,0.571633806424453,1,31.846153846153843,1.3184615384615384,0.2078668386998011
278,8.31,0.5712125435904183,1,31.96153846153846,1.3196153846153846,0.2077136522146975
279,8.34,0.5707688864350053,1,32.07692307692308,1.3207692307692307,0.2075523223400019
280,8.37,0.5730143787945017,1,32.192307692307686,1.3219230769230768,0.2083688650161824
281,8.4,0.5754845313920752,1,32.30769230769231,1.323076923076923,0.209267102324391
282,8.43,0.5767697382296764,1,32.42307692307692,1.3242307692307693,0.2097344502653368
283,8.46,0.5760401002939124,1,32.53846153846154,1.3253846153846154,0.2094691273796045
284,8.49,0.576704224852056,1,32.65384615384615,1.3265384615384614,0.2097106272189294
285,8.52,0.5791008699523924,1,32.76923076923077,1.3276923076923077,0.2105821345281427
286,8.55,0.5809321332273635,1,32.88461538461539,1.3288461538461538,0.211248048446314
287,8.58,0.5823340393474657,1,33.0,1.33,0.2117578324899875
288,8.61,0.5817541475761486,1,33.11538461538461,1.3311538461538461,0.2115469627549631
289,8.64,0.5819154750393173,1,33.23076923076923,1.3323076923076924,0.2116056272870244
290,8.67,0.5847683216443816,1,33.34615384615385,1.3334615384615385,0.2126430260525024
291,8.7,0.5862574635514247,1,33.46153846153846,1.3346153846153845,0.213184532200518
292,8.73,0.5878882188410074,1,33.57692307692308,1.3357692307692308,0.2137775341240027
293,8.76,0.5875676146361837,1,33.69230769230769,1.3369230769230769,0.2136609507767941
294,8.79,0.5876188155061814,1,33.80769230769231,1.338076923076923,0.213679569274975
295,8.82,0.5893416179762145,1,33.92307692307692,1.3392307692307692,0.2143060429004416
296,8.85,0.5914575970092435,1,34.03846153846154,1.3403846153846155,0.2150754898215431
297,8.88,0.592427313557787,1,34.15384615384616,1.3415384615384616,0.2154281140210134
298,8.91,0.592830006884037,1,34.26923076923077,1.3426923076923076,0.2155745479578316
299,8.94,0.592649376272004,1,34.38461538461539,1.343846153846154,0.2155088640989105
300,8.97,0.5950411022477851,1,34.50000000000001,1.3450000000000002,0.2163785826355582
301,9.0,0.5969192113991603,1,34.61538461538461,1.3461538461538463,0.2170615314178764
302,9.03,0.5979014735927718,1,34.730769230769226,1.3473076923076923,0.2174187176700988
303,9.06,0.5977305120255962,1,34.84615384615385,1.3484615384615384,0.2173565498274895
304,9.09,0.5983770011695193,1,34.96153846153846,1.3496153846153847,0.2175916367889161
305,9.12,0.6000128133672825,1,35.07692307692307,1.3507692307692307,0.2181864775881027
306,9.15,0.6022053070907876,1,35.19230769230769,1.351923076923077,0.2189837480330136
307,9.18,0.6032276418910812,1,35.30769230769231,1.353076923076923,0.2193555061422114
308,9.21,0.6027510393562542,1,35.42307692307693,1.3542307692307693,0.2191821961295469
309,9.24,0.6034074258979254,1,35.53846153846154,1.3553846153846154,0.2194208821447001
310,9.27,0.6048541718124546,1,35.65384615384615,1.3565384615384615,0.2199469715681653
311,9.3,0.6071636276839917,1,35.769230769230774,1.3576923076923078,0.2207867737032697
312,9.33,0.6078661384175095,1,35.88461538461539,1.3588461538461538,0.2210422321518216
313,9.36,0.6069981427712208,1,36.0,1.3599999999999999,0.220726597371353
314,9.39,0.6084413065673123,1,36.11538461538461,1.3611538461538462,0.2212513842062954
315,9.42,0.6103158365198657,1,36.23076923076923,1.3623076923076924,0.2219330314617693
316,9.45,0.6123978122715193,1,36.34615384615384,1.3634615384615385,0.2226901135532797
317,9.48,0.6128756618326829,1,36.46153846153846,1.3646153846153846,0.2228638770300665
318,9.51,0.6122261715571996,1,36.57692307692308,1.3657692307692308,0.2226276987480726
319,9.54,0.6132789717317573,1,36.692307692307686,1.366923076923077,0.2230105351751844
320,9.57,0.6153966151460428,1,36.80769230769231,1.3680769230769232,0.2237805873258337
321,9.6,0.6174024027704281,1,36.92307692307692,1.3692307692307693,0.224509964643792
322,9.63,0.6184274833443351,1,37.03846153846154,1.3703846153846153,0.2248827212161218
323,9.66,0.6170955996566253,1,37.15384615384615,1.3715384615384616,0.2243983998751364
324,9.69,0.6186082040473726,1,37.26923076923077,1.3726923076923077,0.2249484378354082
325,9.72,0.6210559070177012,1,37.38461538461539,1.373846153846154,0.2258385116428004
326,9.75,0.6225927932865214,1,37.5,1.375,0.2263973793769169
327,9.78,0.6229838415496385,1,37.61538461538461,1.376153846153846,0.2265395787453231
328,9.81,0.6230155438233427,1,37.73076923076923,1.3773076923076923,0.2265511068448518
329,9.84,0.6247875552012149,1,37.84615384615385,1.3784615384615384,0.2271954746186235
330,9.87,0.6269087102127019,1,37.96153846153846,1.3796153846153847,0.2279668037137097
