# Xlam,PX,Ylam,PY,file,upper_bound_F_xx,upper_bound_F_yy
0.9997485994610643,0.0007637133154588,1.0000157491849706,0.0,data0.csv,1.0,1.0
1.0037718068774153,0.0196509824444002,1.0011066232119374,0.0,data1.csv,1.0034640279301064,1.0014844447022966
1.0070451396278686,0.0361011322107519,1.002103823771004,0.0,data2.csv,1.007051973120577,1.0012777892446336
1.009753077689555,0.0530527935779741,1.0030251377368045,0.0,data3.csv,1.009048712888864,1.0032218529982475
1.012080101039604,0.0702137253437017,1.0038883519839727,0.0013875179174857,data4.csv,1.0128712336494017,1.0044300568814608
1.0142106896551493,0.0905589534249113,1.0047112533871445,0.0004292419054297,data5.csv,1.014765718825367,1.004689885869262
1.0165630953476406,0.1146367792897569,1.0055534328505513,0.0002109034600922,data6.csv,1.016130017322498,1.005282275898033
1.0189610263115738,0.1419873994498934,1.0064551709139125,0.0009141968122086,data7.csv,1.018000222790481,1.0061300504131865
1.0215107736629943,0.1733857595213785,1.0071283683195982,0.001643690911699,data8.csv,1.0212753234336998,1.0072168986922645
1.0242278819030597,0.208567009535164,1.0078589565757703,0.0025250154124259,data9.csv,1.0247128966347658,1.0080476011799695
1.0275769717925582,0.2465205450183086,1.008647063768144,0.0037320144855109,data10.csv,1.0283399479551676,1.0088040030641845
1.0315845986795822,0.287750877703598,1.0093521021761418,0.0037074141242716,data11.csv,1.0310496743130089,1.0092601819358449
1.0358465373216346,0.3340823053176217,1.0098961914746458,0.0046411284005624,data12.csv,1.034836640945432,1.009826665997125
1.0401960201785572,0.3819192270130972,1.0103744681754692,0.006061477731969,data13.csv,1.0400335007082866,1.0103676871699458
1.0448321860478074,0.4316238155366909,1.0107811745473758,0.0071685613132572,data14.csv,1.04528260247504,1.0109237629623602
1.0497397309290417,0.4880262162818451,1.0112566428936385,0.008870878280646,data15.csv,1.0506152084774143,1.0112984603773294
1.0553703677274249,0.5489044415054528,1.0118319352145146,0.010624540342042,data16.csv,1.0542602795117957,1.0114616453780396
1.0604946550200034,0.6101766008359166,1.0123002096819684,0.0133916623793882,data17.csv,1.058874673489568,1.0121587717255345
1.0644938279136966,0.6698063016398421,1.0126295085151569,0.0139744071810465,data18.csv,1.064015798954126,1.0124276999372657
1.0670290590734863,0.7349777146901973,1.0128022343592402,0.017744048312855,data19.csv,1.0682647676545325,1.013326292981087
1.0678929765832237,0.7447743083676005,1.0127650616071278,0.0189736135785003,data20.csv,1.0715492860939044,1.0132413722680274
1.0668833136874374,0.6030743561879142,1.0124934853035903,0.0142392570219851,data21.csv,1.067189605038173,1.0122951552687722
1.063737865388038,0.4847128484726083,1.0119521511917535,0.011272646381926,data22.csv,1.0632511071096933,1.011795146511513
1.0591628265502493,0.390756691408898,1.0112398343059943,0.0083869578908253,data23.csv,1.0585871158413953,1.0111836758312596
1.0538004288168155,0.3148127255969319,1.0103437609945791,0.0068485154172028,data24.csv,1.0535874606191884,1.010271865706337
1.0483662993052543,0.2523771112929382,1.009417682674918,0.005307635233698,data25.csv,1.0477273394250166,1.009493707750721
1.0437539983050104,0.2049622353648912,1.0084949375915315,0.0048190657956999,data26.csv,1.042876048384486,1.0086070283113928
1.0394625113120357,0.1631526746091283,1.0074858950395222,0.0041077079707337,data27.csv,1.039768762508493,1.0075724226448706
1.0354904353466323,0.1267523528368594,1.00649160891845,0.0036050654667659,data28.csv,1.035543258421731,1.0064594354095129
1.0320798099810888,0.0972453945116682,1.005651430423614,0.0020808198280475,data29.csv,1.0320710400361863,1.0053640837454567
1.0291345574421586,0.0718881109224134,1.0048457275216895,0.0019348506930447,data30.csv,1.029239021083214,1.00472770468394
1.026472657288832,0.0503165172947195,1.004011246530348,0.0015752484847156,data31.csv,1.0263260955717934,1.003997042100834
1.0239709982695673,0.0340931543968883,1.0031552719167711,0.0015565611764491,data32.csv,1.0231904640726175,1.003479152593842
1.0217215632392485,0.0246333604824037,1.0024415028894234,0.0015114000997152,data33.csv,1.0219070204069385,1.0030970129761876
1.0194014853104234,0.0147967436898777,1.0018951459798378,0.0012320035367841,data34.csv,1.0194118880999732,1.001840942162895
1.016847268765443,0.0035170983042811,1.0015711112969243,0.0010939004558112,data35.csv,1.0171576565066631,1.0009933104432214
1.0138954178866595,0.0,1.0015243089495958,0.0010120854830686,data36.csv,1.013934498024917,1.0011266350653265
1.0103824369564258,0.0,1.0018096490467645,0.0006376692693325,data37.csv,1.0102381812853474,1.002237859744987
