,Category,PX,PY
0,030_100,0.8830200741517412,-0.9999809308364265
1,050_100,0.9035018354743457,-0.9916773932136973
2,075_100,0.700138641944865,-0.8574500645891681
3,100_030,-2.4773982349233665,0.8011938202194977
4,100_050,-0.7507091878059533,0.2523982303210587
5,100_075,0.3648355688273349,-0.261943128718672
6,100_100,0.39226965723706353,-0.5830939679525755
7,Mean,0.0022369078437186767,-0.37722191925285475
