,Category,PX,PY
0,030_100,0.8237618801800943,0.9709367622867153
1,050_100,0.8226969606857352,0.9612636024737631
2,075_100,0.9075638488495623,0.9350156348363082
3,100_030,0.07957915076554534,-2.36522990980705
4,100_075,0.9009150700957469,0.8904365526648828
5,100_100,0.9016463880415418,0.9471111710927714
6,100_500,0.6349200896772936,0.5702657350319675
7,Mean,0.7244404840422171,0.4156856497970512
