# Xlam,PX,Ylam,PY
1.0,0.0007637133154588,1.0,0.0
1.0071428571428571,0.0196509824444002,1.0,0.0
1.0142857142857142,0.0361011322107519,1.0,0.0
1.0214285714285714,0.0530527935779741,1.0,0.0
1.0285714285714285,0.0702137253437017,1.0,0.0013875179174857
1.0357142857142858,0.0905589534249113,1.0,0.0004292419054297
1.042857142857143,0.1146367792897569,1.0,0.0002109034600922
1.05,0.1419873994498934,1.0,0.0009141968122086
1.0571428571428572,0.1733857595213785,1.0,0.001643690911699
1.0642857142857145,0.208567009535164,1.0,0.0025250154124259
1.0714285714285714,0.2465205450183086,1.0,0.0037320144855109
1.0785714285714283,0.287750877703598,1.0,0.0037074141242716
1.0857142857142856,0.3340823053176217,1.0,0.0046411284005624
1.092857142857143,0.3819192270130972,1.0,0.006061477731969
1.1,0.4316238155366909,1.0,0.0071685613132572
1.1071428571428572,0.4880262162818451,1.0,0.008870878280646
1.1142857142857143,0.5489044415054528,1.0,0.010624540342042
1.1214285714285714,0.6101766008359166,1.0,0.0133916623793882
1.1285714285714286,0.6698063016398421,1.0,0.0139744071810465
1.1357142857142857,0.7349777146901973,1.0,0.017744048312855
1.1428571428571428,0.7447743083676005,1.0,0.0189736135785003
1.1357142857142857,0.6030743561879142,1.0,0.0142392570219851
1.1285714285714286,0.4847128484726083,1.0,0.011272646381926
1.1214285714285714,0.390756691408898,1.0,0.0083869578908253
1.1142857142857143,0.3148127255969319,1.0,0.0068485154172028
1.1071428571428572,0.2523771112929382,1.0,0.005307635233698
1.1,0.2049622353648912,1.0,0.0048190657956999
1.092857142857143,0.1631526746091283,1.0,0.0041077079707337
1.0857142857142856,0.1267523528368594,1.0,0.0036050654667659
1.0785714285714283,0.0972453945116682,1.0,0.0020808198280475
1.0714285714285714,0.0718881109224134,1.0,0.0019348506930447
1.0642857142857145,0.0503165172947195,1.0,0.0015752484847156
1.0571428571428572,0.0340931543968883,1.0,0.0028565611764491
1.05,0.0246333604824037,1.0,0.0015814000997152
1.042857142857143,0.0147967436898777,1.0,0.0016320035367841
1.0357142857142858,0.0035170983042811,1.0,0.0010939004558112
1.0285714285714285,0.0,1.0,0.0010120854830686
1.0,0.0,1.0,0.0006376692693325
