reg,xi1,xi2,xi3,r1,r2,r3
0,0.004210182,0.001682294,-0.001026815,0.001345655,0.003619083,-1.22E-06
0,0.003502864,0.000793681,9.04E-05,0.001344702,0.003615869,4.08E-07
0,0.005729711,2.86E-05,0.001020933,0.001347702,0.003613103,2.03E-06
0,0.012982937,-0.00034123,-0.00404606,0.001357566,0.003611726,-1.75E-05
0,0.003854616,0.003167224,-0.000576003,0.001345174,0.003624461,1.20E-06
0,0.002751913,0.001844861,0.003321178,0.001343713,0.003619665,6.68E-06
0,0.003193504,7.61E-05,0.00496269,0.001344305,0.003613273,3.99E-06
0,0.003525052,0.000923967,-0.000165336,0.001344731,0.003616339,2.67E-06
0,0.003304529,0.001275867,-0.000487251,0.001344432,0.003617609,5.11E-06
0,0.003937429,0.00113162,0.001502339,0.00134529,0.00361709,2.24E-06
0,0.00454701,-0.001076888,0.001558686,0.001346102,0.00360911,-3.09E-06
0,0.002419073,-0.002531027,0.002901264,0.001343245,0.003603867,-2.13E-07
0,0.005578767,0.007169135,-0.005123971,0.001347525,0.00363899,-5.97E-06
0,0.002283135,0.002650968,0.002242743,0.001343078,0.003622581,8.47E-06
0,0.001010754,-0.002835197,0.004726423,0.001341367,0.00360277,2.63E-06
0,0.001349122,0.002494849,0.000268928,0.001341809,0.003622025,9.18E-07
0,0.002924947,0.002121298,0.002230429,0.001343941,0.003620661,9.20E-06
0,0.004525052,-0.003953476,0.003798165,0.001346088,0.003598743,2.83E-06
0,0.003599985,-0.000654021,-0.003262783,0.001344856,0.003610629,-8.05E-06
0,-0.005679097,0.00256444,-0.001170535,0.001332392,0.003622259,1.14E-05
0,0.001800505,0.004450892,-0.002667558,0.003705615,0.005933331,1.48E-05
0,0.007526069,0.004598322,-0.002644207,0.003726957,0.005934222,-5.69E-06
0,0.005866651,0.004668866,-0.001531232,0.003720771,0.005934597,-2.35E-05
0,0.004870887,0.003957163,-0.006264427,0.003717189,0.005930364,-2.62E-05
0,0.006871152,0.003937352,-0.004912173,0.003724563,0.005930287,-1.41E-05
0,0.006088591,0.004574496,-0.003174305,0.003721634,0.005934047,-2.08E-05
0,0.005844308,0.001865484,-0.009211083,0.0037209,0.005917963,-2.83E-05
0,0.016572337,2.38E-05,-0.004554224,0.003760691,0.005907103,2.13E-05
0,0.003635459,0.002990629,7.70E-05,0.003712472,0.005924692,-2.30E-06
0,0.006194811,0.002345217,-0.000249375,0.003721986,0.005920869,-1.65E-06
