reg,xi1,xi2,xi3,r1,r2,r3
0,0.015132122,0.003068806,0.00052941,0.012970792,0.010483119,-6.52E-06
0,0.016281588,0.005499824,-0.0035322,0.012985764,0.010508618,-2.03E-05
0,0.01722922,0.005448888,-0.004749071,0.012998108,0.010508076,-2.36E-05
0,0.016449994,0.002915109,-0.004404436,0.012987984,0.010481469,-3.00E-05
0,0.015892913,0.006139951,-0.00391899,0.012980735,0.010515326,-2.93E-05
0,0.020947393,0.008711473,-0.000247728,0.01304644,0.010542438,8.57E-06
0,0.016396916,0.009807477,-0.003081546,0.012987254,0.010553981,-2.15E-05
0,0.016162019,0.00672813,0.000625116,0.012984165,0.010521549,8.57E-06
0,0.014973528,0.002610938,0.002756497,0.012968774,0.0104783,2.21E-05
0,0.01440083,0.004724191,0.000806798,0.012961307,0.010500468,2.12E-05
0,0.015176665,0.004690865,-0.00051569,0.012971366,0.010500135,9.59E-06
0,0.017809544,0.002511773,0.000369262,0.013005573,0.010477283,4.20E-06
0,0.01975559,0.006121949,-0.001359915,0.01303091,0.010515176,-2.28E-06
0,0.014614046,0.008871148,-0.005373056,0.012964197,0.010544069,-3.44E-05
0,0.012835303,0.010216869,0.002123236,0.012941047,0.010558271,3.34E-05
0,0.013214525,0.006949823,0.001388699,0.012945956,0.010523873,1.64E-05
0,0.014417659,0.002457536,0.001221049,0.012961539,0.010476714,4.59E-06
0,0.015724748,0.004175088,-0.000841709,0.012978489,0.010494725,-2.69E-06
0,0.016763882,0.004089242,-0.000927611,0.012991984,0.010493822,-6.40E-06
0,0.017062205,0.002203704,0.000496691,0.012995844,0.01047405,-1.15E-05
0,0.016906503,0.004653863,-0.004090077,0.012993902,0.010499718,-2.68E-05
0,0.017201261,0.006560049,-0.010687325,0.012998135,0.010519546,-7.16E-05
0,0.012083595,0.008773388,0.003323833,0.012931346,0.010542991,4.68E-05
0,0.012632425,0.005452782,0.003299875,0.012938463,0.010508106,2.80E-05
0,0.014437563,0.001134923,0.003552234,0.012961817,0.010462865,8.00E-06
0,0.016274859,0.003847726,0.000683988,0.012985627,0.01049129,-1.87E-06
0,0.017498996,0.003943216,4.25E-05,0.013001535,0.010492292,-1.67E-07
0,0.017244642,0.001424049,-0.000197812,0.012998227,0.010465891,-6.49E-06
0,0.016922604,0.002626972,-0.003740749,0.012994103,0.010478453,-2.83E-05
0,0.020335576,0.003817566,-0.009168117,0.013038833,0.010490709,-7.58E-05
0,0.01413521,0.009324748,0.00067972,0.012957866,0.010548892,1.87E-05
0,0.014420988,0.005029983,0.005243133,0.012961696,0.010503613,4.33E-05
0,0.015036086,-0.000395397,0.007106092,0.012969722,0.01044682,3.23E-05
0,0.016051981,0.003745663,0.004337223,0.012982805,0.010490193,2.36E-05
0,0.017385592,0.003912459,0.00348369,0.013000113,0.010491932,2.83E-05
0,0.018359101,0.000114886,0.002032051,0.01301274,0.010452184,1.93E-05
0,0.019802833,0.000583771,-0.000404443,0.013031523,0.010457101,-6.85E-06
0,0.024008368,0.001520541,-0.003992928,0.013086504,0.010466802,-4.70E-05
0,0.012377189,0.010817837,0.000745501,0.012935103,0.010564649,2.16E-05
0,0.012086103,0.00583466,0.004057246,0.012931417,0.010512121,2.76E-05
0,0.013186479,-0.000679945,0.00909025,0.012945875,0.010443806,4.41E-05
0,0.013427573,0.003386938,0.006918281,0.012948906,0.010486352,4.74E-05
0,0.012485792,0.002947006,0.004417282,0.012936599,0.010481803,3.00E-05
0,0.01395249,-0.002016062,0.003059075,0.012955527,0.010429948,7.88E-06
0,0.016520173,-0.000875219,0.000885529,0.012988802,0.010441853,-9.26E-06
0,0.015553492,0.000711161,0.000855411,0.01297626,0.010458434,-4.13E-06
0,0.010861383,0.009157993,0.00019331,0.012915481,0.010547112,2.81E-05
0,0.010228461,0.007044345,0.003414493,0.012907387,0.01052487,1.45E-05
0,0.011850932,0.003385193,0.011624801,0.012928733,0.01048633,4.80E-05
0,0.011711873,0.001603838,0.005928519,0.012926659,0.010467612,5.90E-05
0,0.009224477,-0.001411916,0.003186784,0.012894441,0.010436222,2.64E-05
0,0.010818343,-0.005668026,0.007664891,0.012914934,0.01039193,-4.00E-06
0,0.013842688,-0.000466555,0.00045233,0.012954065,0.010446115,-1.44E-05
0,0.009262725,0.00369616,-0.001727381,0.012894834,0.010489682,1.97E-05
0,0.012309026,0.00160239,-0.007045993,0.01548265,0.012298532,-6.32E-05
0,0.013459049,0.004632775,-0.002073756,0.015500226,0.012336017,-3.00E-06
0,0.015758727,0.008739423,-0.00476652,0.01553601,0.012386738,-3.30E-05
0,0.01825501,0.007194202,-0.009550188,0.015575147,0.01236749,-6.47E-05
0,0.019953463,0.006060329,-0.007613687,0.015601501,0.012353461,-6.76E-05
0,0.017313467,0.005326819,-0.001636903,0.015559924,0.012344362,-7.48E-05
0,0.014998179,0.003221138,-0.009793491,0.015524517,0.012318456,-6.36E-05
0,0.025895634,0.002040129,-0.009071232,0.015693823,0.01230403,3.45E-05
0,0.014379662,0.008009182,-0.005713357,0.01551466,0.012377623,-5.40E-05
0,0.015375229,0.006086485,-3.59E-05,0.01552995,0.012353963,3.32E-06
0,0.016249511,0.003676548,9.14E-05,0.015543529,0.012324224,-8.79E-06
0,0.01731762,0.005691084,-0.003636727,0.015560207,0.01234905,-2.74E-05
0,0.018436937,0.005728392,-0.004521931,0.015577662,0.012349505,-3.01E-05
0,0.017996771,0.003787354,-0.004235508,0.015570805,0.012325536,-3.79E-05
0,0.017709047,0.006792309,-0.00426298,0.015566327,0.012362629,-3.83E-05
0,0.022409243,0.009122954,-0.000724361,0.015639564,0.012391531,8.17E-06
0,0.016846039,0.011411688,-0.002489532,0.01555284,0.012419906,-2.31E-05
0,0.017402248,0.00766807,0.000945169,0.015561466,0.012373511,1.30E-05
0,0.016689622,0.002680035,0.002179667,0.0155504,0.012311932,2.26E-05
0,0.016162357,0.00531925,0.0006692,0.015542169,0.012344469,2.27E-05
0,0.016585925,0.005342249,0.000427136,0.015548753,0.012344758,1.95E-05
0,0.018961458,0.00275148,0.00126192,0.015585752,0.012312828,1.06E-05
0,0.021102934,0.006620376,-0.001392686,0.015619164,0.012360559,-7.36E-06
0,0.017289464,0.009610392,-0.005251189,0.01555984,0.012397504,-4.22E-05
0,0.014333627,0.011527888,0.00301505,0.015513816,0.012421286,4.58E-05
0,0.014033682,0.007707523,0.001171396,0.015509137,0.012373999,1.37E-05
0,0.015483542,0.002570447,0.00107094,0.015531635,0.012310603,3.20E-06
0,0.017108815,0.005074022,-0.00068655,0.015556897,0.012341462,-1.65E-06
0,0.018232951,0.004869842,-0.00075395,0.015574397,0.01233894,-7.56E-06
0,0.018659645,0.001959871,0.000758184,0.015581016,0.012303079,-1.59E-05
0,0.018439966,0.005057819,-0.003959233,0.015577696,0.012341213,-3.52E-05
0,0.017794568,0.007565118,-0.010448759,0.015568097,0.012371955,-8.55E-05
0,0.013347092,0.009173077,0.003353811,0.015498508,0.012392013,5.94E-05
0,0.013577184,0.006016557,0.002977449,0.015502096,0.012353066,2.91E-05
0,0.015444379,0.001942515,0.003930096,0.015531055,0.012302872,8.91E-06
0,0.017529457,0.004653168,0.001158626,0.015563441,0.012336269,-1.11E-07
0,0.01905529,0.004395344,0.00038914,0.015587207,0.012333089,-5.28E-07
0,0.018816201,0.001169821,0.000203719,0.015583473,0.012293369,-1.02E-05
0,0.018174213,0.00311326,-0.004087462,0.015573562,0.012317234,-3.66E-05
0,0.020953508,0.004910413,-0.009863167,0.015617309,0.012339122,-9.05E-05
0,0.013876335,0.009864391,0.00058003,0.015506684,0.012400711,1.80E-05
0,0.01604008,0.005594228,0.006102353,0.015540465,0.012347745,5.91E-05
0,0.016573064,0.000283682,0.007519053,0.015548784,0.012282421,3.98E-05
0,0.017428659,0.004699612,0.004827053,0.015561967,0.012336813,2.73E-05
0,0.019057594,0.004420657,0.004490643,0.015587343,0.012333337,4.05E-05
0,0.019433431,-0.000536182,0.002431742,0.015593131,0.012272388,2.77E-05
0,0.020304895,0.000990298,-0.00067892,0.015606698,0.012291161,-1.17E-05
0,0.026738779,0.002822558,-0.00402732,0.015707501,0.012313582,-5.69E-05
0,0.014228036,0.011979865,0.002045405,0.015512162,0.012426952,2.89E-05
0,0.013307127,0.006530906,0.004794418,0.015497973,0.012359406,3.52E-05
0,0.014298826,-0.000500179,0.009392886,0.015513615,0.012272732,5.68E-05
0,0.014500371,0.0043352,0.007677145,0.015516647,0.012332214,5.80E-05
0,0.013467906,0.003621453,0.004438638,0.015500446,0.012323512,3.03E-05
0,0.015173559,-0.002672119,0.002481171,0.015526837,0.01224623,8.95E-06
0,0.018233757,-0.000590899,0.002195869,0.015574403,0.012271746,-1.50E-06
0,0.017695566,0.001842196,0.002378065,0.015566016,0.01230164,-4.31E-06
0,0.014374276,0.009364414,-9.81E-05,0.015514316,0.012394451,4.31E-05
0,0.011071157,0.007722633,0.002697088,0.01546328,0.012374185,1.43E-05
0,0.012590401,0.004403955,0.012518725,0.015487352,0.012333037,6.30E-05
0,0.0125617,0.001172443,0.006570814,0.01548653,0.012293187,7.40E-05
0,0.009724474,-0.001522798,0.002610329,0.015442471,0.012260305,1.67E-05
0,0.012222319,-0.003676635,0.008494181,0.015480974,0.012233934,-9.84E-06
0,0.016494223,9.98E-05,0.002701606,0.015547341,0.012280225,1.11E-06
0,0.010650166,0.002977943,-0.001129583,0.015456683,0.012315595,2.52E-05
0,0.014532958,0.002399704,-0.005778634,0.018085121,0.014486607,-5.85E-05
0,0.015301336,0.005414382,-0.001310289,0.018098827,0.014530461,7.23E-07
0,0.01656586,0.009428843,-0.00390668,0.018121814,0.014588869,-3.47E-05
0,0.019168409,0.007554089,-0.010077268,0.018169463,0.014561409,-7.24E-05
0,0.022377715,0.006531169,-0.008528133,0.018227772,0.014546484,-8.00E-05
0,0.019903662,0.006360768,-0.001565671,0.018182118,0.014543947,-9.01E-05
0,0.016435525,0.003877732,-0.009292482,0.018119844,0.014507931,-8.07E-05
0,0.026066856,0.002331192,-0.009589094,0.018294564,0.014485722,1.56E-05
0,0.016153242,0.007997467,-0.00510636,0.018114408,0.014567937,-5.61E-05
0,0.016884692,0.006525745,-0.00013283,0.018127506,0.014546618,4.34E-06
0,0.017493295,0.004621432,-0.000107961,0.018138541,0.014518941,-9.19E-06
0,0.018642151,0.005927185,-0.003065808,0.018159448,0.014537885,-2.92E-05
0,0.020222597,0.005919884,-0.004010276,0.018188203,0.014537773,-3.24E-05
0,0.019983717,0.004598445,-0.00470758,0.0181839,0.014518542,-4.49E-05
0,0.019506216,0.006927791,-0.004629205,0.018175218,0.014552387,-4.93E-05
0,0.023568212,0.008707422,-0.000579972,0.018249062,0.014578387,7.65E-06
0,0.017968117,0.01119875,-0.0030082,0.018147212,0.014614718,-3.27E-05
0,0.018435327,0.008061224,0.000633058,0.018155641,0.014568967,1.14E-05
0,0.01843044,0.003832533,0.002080464,0.018155576,0.014507475,2.38E-05
0,0.017967372,0.005845053,0.000828201,0.018147136,0.014536695,2.73E-05
0,0.017550083,0.005542599,0.000983561,0.018139567,0.014532296,2.91E-05
0,0.020160896,0.002924625,0.001569772,0.018187009,0.014494321,1.46E-05
0,0.02329382,0.007100974,-0.00141343,0.018244073,0.014554985,-1.01E-05
0,0.019653996,0.010305115,-0.003540959,0.01817784,0.014601679,-2.45E-05
0,0.01553871,0.01160144,0.002197004,0.018103137,0.014620567,4.63E-05
0,0.015141559,0.008191444,0.001342835,0.018095947,0.014570858,1.81E-05
0,0.016594562,0.003599268,0.001431668,0.018122253,0.01450411,2.66E-06
0,0.018360488,0.005775976,-0.000974957,0.018154284,0.014535715,-5.75E-06
0,0.019744062,0.005195129,-0.000834739,0.018179419,0.014527272,-1.06E-05
0,0.020321935,0.001854903,0.001387361,0.018189883,0.01447882,-1.88E-05
0,0.020059579,0.005727671,-0.003778181,0.018185237,0.014534955,-4.19E-05
0,0.019052401,0.008815174,-0.01092884,0.018167532,0.014579587,-0.000105326
0,0.014367726,0.009863128,0.002620435,0.018081936,0.014595111,6.32E-05
0,0.014786526,0.006652841,0.003180394,0.018089573,0.014548419,3.79E-05
0,0.016553533,0.002508775,0.00430324,0.018121549,0.014488298,1.13E-05
0,0.018739341,0.005247523,0.001311173,0.018161155,0.014528036,-3.21E-06
0,0.020653278,0.004868314,0.000579005,0.018195949,0.014522528,-3.77E-06
0,0.020438011,0.001371897,0.000702213,0.018192022,0.014471836,-1.13E-05
0,0.019535786,0.003496582,-0.003955354,0.018175721,0.014502566,-4.05E-05
0,0.022243133,0.005445384,-0.011086436,0.018225632,0.014530437,-0.000119359
0,0.014443944,0.010907577,0.000384025,0.01808331,0.014610488,1.80E-05
0,0.017377914,0.006373305,0.006329514,0.018136689,0.014544233,7.08E-05
0,0.018310167,0.000687708,0.008063859,0.018153664,0.014461859,4.98E-05
0,0.019102257,0.005200307,0.005364153,0.018167888,0.01452731,3.50E-05
0,0.020284649,0.004969251,0.004970957,0.018189389,0.014523912,4.96E-05
0,0.020513417,1.01E-05,0.003118009,0.018193465,0.0144521,3.73E-05
0,0.021727326,0.001188355,-4.95E-05,0.018215504,0.014469183,-5.95E-06
0,0.029177479,0.002789517,-0.004043324,0.018351806,0.014492225,-6.66E-05
0,0.015437079,0.013080488,0.003014536,0.018101338,0.014642226,4.04E-05
0,0.014972518,0.007345962,0.005594034,0.018093048,0.014558481,4.68E-05
0,0.015616842,-0.000114096,0.009826269,0.01810502,0.014450189,6.96E-05
0,0.015534796,0.004739887,0.007760628,0.018103389,0.014520505,6.86E-05
0,0.014621348,0.004136383,0.004554236,0.018086632,0.014511863,3.42E-05
0,0.016720581,-0.00195243,0.003006995,0.018124555,0.014423809,8.05E-06
0,0.020109476,-0.000370379,0.002484876,0.018186049,0.014446648,-3.82E-06
0,0.019064144,0.001698185,0.002669511,0.01816705,0.014476563,-3.27E-06
0,0.016087219,0.01039689,0.001870003,0.018113009,0.014602906,6.29E-05
0,0.012935493,0.008262208,0.003464718,0.018056121,0.014571878,2.53E-05
0,0.013521959,0.004267672,0.011701153,0.018067301,0.014513611,7.64E-05
0,0.013089876,0.001291239,0.006600458,0.018059105,0.014470431,8.46E-05
0,0.010891013,-0.001220762,0.003407159,0.018019224,0.014434361,1.50E-05
0,0.014174961,-0.003257288,0.009699915,0.018078248,0.014404989,-1.96E-05
0,0.018662915,0.000565126,0.002007302,0.018159752,0.014460167,-8.15E-06
0,0.011097348,0.003459306,-0.002474267,0.018022788,0.01450205,3.01E-05
0,0.014966082,0.002929062,-0.006651647,0.020652047,0.016382793,-6.43E-05
0,0.016719457,0.006008678,-0.001784465,0.020688021,0.016433447,-2.22E-06
0,0.017787265,0.010022465,-0.003844865,0.020710218,0.016499469,-4.89E-05
0,0.019851496,0.00776474,-0.010498364,0.020753567,0.016462075,-9.29E-05
0,0.022650174,0.006542116,-0.008880486,0.020811584,0.016441948,-9.53E-05
0,0.020634683,0.006345872,-0.001484373,0.02076897,0.016438715,-9.64E-05
0,0.017888791,0.004284056,-0.008452431,0.020712659,0.016404941,-7.99E-05
0,0.02669274,0.003008512,-0.009582109,0.020895277,0.016384215,1.00E-05
0,0.016721887,0.008557433,-0.005359895,0.020688258,0.016475248,-6.78E-05
0,0.017968625,0.006909145,-0.000139301,0.020713875,0.016448251,4.20E-06
0,0.018494247,0.004801546,-0.000280691,0.020724764,0.016413617,-1.33E-05
0,0.019494182,0.006364157,-0.003568695,0.020745581,0.016439251,-3.64E-05
0,0.021063069,0.006527892,-0.0040945,0.020778173,0.016441942,-3.66E-05
0,0.020857352,0.00528851,-0.003942683,0.020773903,0.016421546,-4.89E-05
0,0.020425298,0.007084746,-0.004353509,0.020764952,0.016451054,-5.38E-05
0,0.024495698,0.008496468,-0.000793048,0.020849507,0.016474378,1.00E-05
0,0.018784234,0.012216447,-0.003381749,0.020730854,0.016535718,-4.53E-05
0,0.019060585,0.008688795,0.00082386,0.020736511,0.016477543,1.47E-05
0,0.019134676,0.003962233,0.002425379,0.020738083,0.016399821,3.23E-05
0,0.019013662,0.006362488,0.001209007,0.020735527,0.016439221,3.74E-05
0,0.019037364,0.006069188,0.001293744,0.02073602,0.016434398,3.85E-05
0,0.021216654,0.003080464,0.001354259,0.020781276,0.016385392,1.34E-05
0,0.023645069,0.007447676,-0.001793146,0.020831813,0.016457099,-2.13E-05
0,0.02085543,0.010843145,-0.002444216,0.020773788,0.01651308,-1.52E-05
0,0.016541491,0.012466888,0.002989698,0.020684369,0.01653979,6.61E-05
0,0.015935958,0.008803349,0.001250974,0.020671825,0.016479428,1.82E-05
0,0.017419399,0.003888343,0.001460516,0.020702504,0.01639864,9.96E-07
0,0.019148564,0.006316764,-0.000813329,0.020738335,0.01643851,-6.34E-06
0,0.020393929,0.005573068,-0.000853787,0.020764179,0.016426285,-1.29E-05
0,0.02126424,0.001652081,0.001107048,0.020782209,0.016361994,-2.26E-05
0,0.021334928,0.006254899,-0.003636053,0.020783811,0.016437427,-4.75E-05
0,0.019532754,0.009925653,-0.010335441,0.020746996,0.016497542,-0.000116093
0,0.015224132,0.009808733,0.00333647,0.020657114,0.016495793,8.59E-05
0,0.015628428,0.006829899,0.003097911,0.020665522,0.016446897,4.16E-05
0,0.017350794,0.00303788,0.004287044,0.020701122,0.016384696,1.03E-05
0,0.0194124,0.005791584,0.001115291,0.020743797,0.016429879,-5.01E-06
0,0.021186052,0.005253443,0.000522781,0.020780624,0.01642104,-6.17E-06
0,0.021298855,0.001420328,0.001351186,0.02078295,0.016358213,-1.27E-05
0,0.020786031,0.004013031,-0.003859083,0.020772415,0.016400627,-4.41E-05
0,0.022753244,0.006320768,-0.011954296,0.020814165,0.016437997,-0.000140334
0,0.014815074,0.01077706,2.02E-05,0.020648649,0.016511989,1.40E-05
0,0.018146576,0.006482618,0.006627538,0.020717855,0.016441024,8.48E-05
0,0.018933263,0.001177302,0.008300686,0.02073423,0.016354136,6.01E-05
0,0.01980473,0.005738828,0.005437869,0.020752105,0.016428963,4.14E-05
0,0.021420264,0.005360899,0.005265751,0.020785677,0.016422704,5.87E-05
0,0.021327348,6.05E-05,0.003726221,0.020783656,0.016335934,4.31E-05
0,0.022002381,0.001524853,-0.000295858,0.020797598,0.016359924,-1.09E-05
0,0.03045264,0.003364985,-0.005206183,0.020974261,0.016389836,-8.80E-05
0,0.016216677,0.01351999,0.002923692,0.020677675,0.016557302,3.95E-05
0,0.015881774,0.007782575,0.005824676,0.020670901,0.016462534,5.49E-05
0,0.016645525,0.000310258,0.010238354,0.020687093,0.016339847,8.66E-05
0,0.016669629,0.005135843,0.008472954,0.020687436,0.016418894,8.51E-05
0,0.015830947,0.004397342,0.004869616,0.020669778,0.016406942,3.98E-05
0,0.017886271,-0.001943538,0.002965331,0.020712196,0.01630328,1.01E-05
0,0.021232977,-0.000199147,0.002922353,0.020781606,0.016331747,7.19E-07
0,0.020478872,0.002019201,0.003177627,0.020765934,0.016368017,-1.23E-06
0,0.017219542,0.010927792,0.001878079,0.020698318,0.016514344,6.85E-05
0,0.013950662,0.009148231,0.003654516,0.020630888,0.016485099,2.78E-05
0,0.014853176,0.005360436,0.012592231,0.020650306,0.016422522,9.60E-05
0,0.014510159,0.001105676,0.007420891,0.020642726,0.016352734,0.000106488
0,0.012048618,-0.00152124,0.003568257,0.02059166,0.016310161,1.64E-05
0,0.015584747,-0.002510267,0.010110393,0.020664325,0.016294033,-2.11E-05
0,0.020516114,0.001026959,0.002925859,0.02076672,0.016351784,2.96E-06
0,0.012483001,0.003563452,-0.001572275,0.020600397,0.016393244,4.79E-05
0,0.016106785,0.004095697,-0.006540185,0.023430652,0.018198254,-6.93E-05
0,0.017490252,0.006740284,-0.00229954,0.023462819,0.018246572,-8.28E-06
0,0.018954313,0.010135551,-0.004144375,0.023497301,0.018308557,-5.23E-05
0,0.021323512,0.007993252,-0.009907717,0.023553533,0.018269227,-9.15E-05
0,0.024094483,0.007224306,-0.008120764,0.023618723,0.018255192,-9.02E-05
0,0.022350417,0.007817724,-0.001826072,0.023576932,0.018265957,-0.000103869
0,0.0198451,0.004912546,-0.008846946,0.023518662,0.01821298,-0.000101331
0,0.027793531,0.002946462,-0.008486352,0.023705652,0.018177474,1.59E-05
0,0.017652595,0.009102615,-0.005203497,0.023466807,0.018289597,-7.00E-05
0,0.019326054,0.007600109,-0.000340135,0.023505914,0.018262269,2.75E-06
0,0.019811732,0.005668007,-0.000238484,0.023517331,0.018227014,-1.39E-05
0,0.020844176,0.007038768,-0.003174891,0.023541697,0.018251986,-3.60E-05
0,0.022690551,0.006959315,-0.003675562,0.023585222,0.018250536,-3.61E-05
0,0.022730142,0.005423839,-0.003911381,0.023586179,0.01822249,-5.46E-05
0,0.022368384,0.007704764,-0.004636357,0.023577693,0.018264066,-6.57E-05
0,0.026107375,0.009490433,-0.000799236,0.023665846,0.018296821,1.03E-05
0,0.019692835,0.012505728,-0.002315195,0.023514573,0.018352023,-4.50E-05
0,0.021071957,0.009234632,0.001076727,0.023546998,0.018292134,1.90E-05
0,0.020656012,0.004821786,0.001744279,0.023537217,0.018211569,3.50E-05
0,0.020275948,0.00688951,0.001308995,0.023528257,0.018249263,3.57E-05
0,0.02081834,0.006424425,0.0013619,0.023541027,0.018240783,3.23E-05
0,0.023097363,0.003425603,0.001164226,0.023594739,0.018186189,1.08E-05
0,0.025384605,0.008027632,-0.001513034,0.023648775,0.018270069,-1.90E-05
0,0.023146176,0.011580443,-0.002869347,0.023595935,0.018335084,-2.75E-05
0,0.018617808,0.012944092,0.003054205,0.023489333,0.01836003,5.90E-05
0,0.017054222,0.009406885,0.001223468,0.023452585,0.018295286,1.78E-05
0,0.018861008,0.004588466,0.000667489,0.023494986,0.018207352,-2.54E-07
0,0.020810126,0.006646713,-0.000535526,0.023540827,0.018244863,-1.06E-05
0,0.021705267,0.0059851,-0.000461497,0.023561904,0.01823279,-1.90E-05
0,0.022240622,0.002598693,0.001022702,0.023574483,0.018171146,-2.30E-05
0,0.0223231,0.006639336,-0.003026353,0.023576536,0.018244676,-4.58E-05
0,0.021458617,0.009841076,-0.010529267,0.023556901,0.018302676,-0.000145427
0,0.016911282,0.010808116,0.002587011,0.023449189,0.018320749,8.61E-05
0,0.016701768,0.007724889,0.002900996,0.02344437,0.018264494,4.49E-05
0,0.018870056,0.003686458,0.004410881,0.023495247,0.018190933,1.21E-05
0,0.021118459,0.006081863,0.001428321,0.023548078,0.018234563,-4.62E-06
0,0.022455036,0.005782519,0.000704216,0.023579575,0.018229105,-5.71E-06
0,0.022537324,0.002788052,0.001130013,0.023581502,0.018174597,-1.18E-05
0,0.022309596,0.004078488,-0.003240852,0.023576227,0.01819801,-4.72E-05
0,0.024236184,0.005385295,-0.011116222,0.023622518,0.018221168,-0.000162572
0,0.014551581,0.011642156,0.001387849,0.023393959,0.0183362,3.62E-05
0,0.020024191,0.007331547,0.007106547,0.023522698,0.018257096,0.000100334
0,0.020689256,0.001902421,0.008637412,0.023538424,0.018158374,7.22E-05
0,0.021204854,0.006064123,0.005977516,0.023550341,0.018234164,5.36E-05
0,0.023076438,0.005778442,0.005886292,0.023594483,0.018228893,7.22E-05
0,0.023991799,0.001068641,0.003942862,0.023615951,0.018143327,4.43E-05
0,0.025343913,0.00169163,-0.000561641,0.023647791,0.018154671,-2.32E-05
0,0.031425225,0.002880323,-0.004008376,0.023792149,0.018176116,-7.90E-05
0,0.018230308,0.013908973,0.004245406,0.023480297,0.018377784,4.84E-05
0,0.017056631,0.008379214,0.006467776,0.023452901,0.018276396,6.29E-05
0,0.018111959,0.001147493,0.01004481,0.023478043,0.01814456,9.67E-05
0,0.018343006,0.005660059,0.008713856,0.023483341,0.018226618,9.77E-05
0,0.017162262,0.00474257,0.005859748,0.023455324,0.01821008,5.41E-05
0,0.018537811,-0.001642998,0.004459646,0.023487475,0.018094234,2.17E-05
0,0.021433699,0.000136009,0.003213613,0.023555527,0.018126464,5.82E-06
0,0.021736067,0.002384612,0.00240956,0.023562625,0.01816727,-3.32E-06
0,0.021066776,0.011646045,-0.000541958,0.023546689,0.018336195,6.47E-05
0,0.014520308,0.009819796,0.003193852,0.023393286,0.018302828,2.87E-05
0,0.01608386,0.006067622,0.013839175,0.023430887,0.018234019,0.000103035
0,0.016416174,0.002235716,0.007275474,0.023437993,0.018164196,0.000117462
0,0.013096135,-0.000432566,0.002948621,0.023359987,0.018116139,2.90E-05
0,0.014642288,-0.001934446,0.009354504,0.02339605,0.018088974,-2.74E-06
0,0.018310014,0.000507974,0.004755519,0.023482129,0.018133197,2.12E-05
0,0.01401203,0.002394456,0.000171398,0.023381303,0.018167419,3.32E-05
0,0.017597286,0.005088066,-0.006320803,0.026136209,0.020676796,-7.78E-05
0,0.019274069,0.007487585,-0.001987402,0.026179765,0.020726612,-3.37E-06
0,0.02036358,0.010640351,-0.003887797,0.026208421,0.020791994,-5.37E-05
0,0.022309382,0.008993782,-0.009165543,0.026259971,0.020757609,-0.000102325
0,0.024918126,0.008168702,-0.008041862,0.026328458,0.020740468,-0.000106933
0,0.023607638,0.008159628,-0.00321156,0.026293403,0.020740192,-0.000123165
0,0.021590379,0.004984386,-0.008460869,0.026241049,0.020674488,-0.000114421
0,0.028617703,0.002931409,-0.006321071,0.026425293,0.020632371,3.13E-05
0,0.019350314,0.010260763,-0.005055307,0.026181969,0.020784013,-8.18E-05
0,0.020617984,0.008455193,-0.00049753,0.026214965,0.020746678,1.52E-06
0,0.021164699,0.006120041,-0.000616919,0.026229304,0.020698282,-1.50E-05
0,0.022145839,0.007713307,-0.002918566,0.026255119,0.020731254,-4.03E-05
0,0.023711872,0.007636478,-0.003500893,0.026296294,0.020729654,-4.40E-05
0,0.023933391,0.005885864,-0.004266898,0.026302176,0.020693338,-6.64E-05
0,0.023859801,0.00818898,-0.004585602,0.026300265,0.020741019,-7.63E-05
0,0.026829287,0.010023081,-5.81E-05,0.026378289,0.020779223,1.94E-05
0,0.021339503,0.013498315,-0.003208005,0.026233974,0.020851492,-5.75E-05
0,0.021748922,0.010125516,0.000355696,0.02624463,0.020781357,1.15E-05
0,0.021908607,0.005545061,0.001723733,0.026248846,0.020686362,3.43E-05
0,0.021917837,0.007580418,0.001330236,0.02624907,0.0207285,3.94E-05
0,0.02211809,0.006999529,0.001368058,0.026254331,0.020716469,3.61E-05
0,0.024297523,0.003799325,0.001161669,0.026311611,0.020650306,9.90E-06
0,0.0266378,0.008631209,-0.001746597,0.026373276,0.020750314,-2.57E-05
0,0.023991044,0.012367678,-0.003041461,0.026303606,0.020827984,-3.15E-05
0,0.018818457,0.013959953,0.002201289,0.026167854,0.020861103,6.33E-05
0,0.018207799,0.010333728,0.001169057,0.02615187,0.020785676,2.22E-05
0,0.020054556,0.005374552,0.001197,0.026200199,0.020682863,-3.50E-07
0,0.021923132,0.007403379,-0.000542547,0.026249204,0.020724863,-1.35E-05
0,0.022932541,0.006580346,-0.000449938,0.026275708,0.020707807,-2.11E-05
0,0.023740667,0.00290118,0.001390629,0.026296902,0.020631755,-2.50E-05
0,0.024149095,0.007257066,-0.00301546,0.026307774,0.020721774,-5.14E-05
0,0.023414695,0.010715377,-0.010748212,0.02628935,0.020792993,-0.000163815
0,0.017002758,0.012086892,0.003188013,0.026120378,0.020821912,0.000102181
0,0.017999608,0.00868065,0.003374684,0.02614651,0.020751283,5.55E-05
0,0.020050883,0.004212103,0.004543694,0.026200164,0.020658829,1.48E-05
0,0.022137201,0.006841051,0.001483484,0.026254812,0.020713216,-6.36E-06
0,0.023697041,0.006485277,0.000987607,0.0262958,0.020705848,-6.38E-06
0,0.023868976,0.003146095,0.001883651,0.026300307,0.020636821,-1.02E-05
0,0.023680104,0.004676088,-0.002811346,0.026295429,0.020668367,-4.84E-05
