,Category,PX,PY
0,030_100,-0.17608819408509446,0.4331340040489652
1,050_100,-0.037939594858346304,0.5629267937706537
2,075_100,-0.9050224683482684,0.6004854943038658
3,100_030,-2.9669309156173362,-0.4879527319190098
4,100_050,-1.1935530756455557,0.8712017941064363
5,100_075,-0.4750979781427924,0.7062600169971267
6,100_100,-0.5077440120107002,0.5770521859114863
7,Mean,-0.894625176958299,0.466158222459932
