# Xlam,PX,Ylam,PY
1.0,0.0,1.0,0.0039494947995698
1.0010721260127502,0.0,1.000105933115187,0.0180967306485582
1.002251831583083,0.0001515508672122,0.9998772624418512,0.0333049017254878
1.003336525212987,0.0003519776339728,0.999666660685598,0.051950318715372
1.0044450589428624,0.0008296704541866,0.9997752587874296,0.0753689208950913
1.0056561642704236,0.0013527188067188,1.000427749892599,0.1004605990036284
1.0068481290284432,0.0021451274247221,1.001801430010327,0.1313061880854246
1.0085048165341208,0.00268417814071,1.0039110401391729,0.1652933755688097
1.00995663662408,0.0038677509416584,1.006728479103446,0.20869404972261
1.0115182688290698,0.0049340703311852,1.0101623175414502,0.2581702612809958
1.013764058503221,0.006204944698528,1.0146432876306195,0.3139142071357689
1.0161543339410437,0.0080901558000957,1.0198489409675362,0.3743976472001752
1.0184892707477635,0.0104293365125843,1.0253560044867545,0.4444960732097625
1.0210187676490463,0.013731353342389,1.0308960622355874,0.5202131545214063
1.02334503908166,0.0172450804417079,1.0367450808952443,0.6051668178131362
1.0252210427584347,0.0220395644731711,1.043037260406704,0.6975597412812725
1.0272363220007603,0.0272630756170311,1.0490762221982928,0.8031296157709475
1.0301013989359695,0.0334575836754546,1.0561002021778187,0.9230309257344964
1.0333011143704078,0.0413264422597697,1.0631787026812636,1.0550563621835198
1.0357766198595042,0.051169817430727,1.0675401565957172,1.2201059096629692
