,Category,PX,PY
0,030_100,0.9157742210035296,0.9707793485615933
1,050_100,0.8991556960663302,0.961685911307335
2,075_100,0.9236370321080744,0.9311737809816223
3,100_030,0.39987216385022184,-2.496127226916561
4,100_075,0.9349727630939726,0.8833443679834992
5,100_100,0.9267877490873225,0.947855212443495
6,100_500,0.781277997386304,0.5501138289474476
7,Mean,0.8259253746565365,0.3926893176154902
