,lamx,lamy,Px,Py,experiment_type,P11_model,P22_model
136,1.0058037843521328,1.0141456119634649,0.0,0.0157928980948748,030_100,0.00054797245,0.06867506
137,1.006822281976413,1.01639451442148,0.0,0.0239643143595301,030_100,0.0008583621,0.08064833
138,1.0083859539708584,1.0188567212629247,6.28125878034e-05,0.0346814856441812,030_100,0.0013755182,0.094210505
139,1.010082431861428,1.0211184095784305,0.0004043464844385,0.0466786663994573,030_100,0.0020510661,0.10712602
140,1.0117485579822765,1.0229060591353227,0.0012849760119644,0.0611958886105812,030_100,0.0027934164,0.11771727
141,1.0132027705403277,1.0246529308763357,0.0021721382514833,0.0751982234444917,030_100,0.003622213,0.12832609
142,1.0148051321213138,1.0268148380486306,0.0030679559920364,0.0925297625216182,030_100,0.0047848644,0.14180997
143,1.0166116593774968,1.02924735868019,0.0042564026580914,0.1145000367744911,030_100,0.0063590105,0.15753806
144,1.0185248738133112,1.0317482846679056,0.0056097832050213,0.1396795309151295,030_100,0.008320932,0.17437497
145,1.020707183753899,1.034645777009158,0.0068420649942825,0.1688453147451641,030_100,0.011021492,0.19473192
146,1.022831244966529,1.037887551255516,0.0089516708649197,0.2016490497467999,030_100,0.014425927,0.2184563
147,1.0251590667050108,1.0416373341128995,0.0110621056373806,0.2391117974610635,030_100,0.019022148,0.24731447
148,1.0275679309484274,1.0460759309951573,0.0137785944660452,0.2809714097840051,030_100,0.025212234,0.28332752
149,1.0296527157710456,1.050615176343566,0.0171420988244635,0.3281125985986906,030_100,0.032293182,0.3222013
150,1.0318878004882743,1.0560740547674417,0.0209566666887234,0.3807957592137497,030_100,0.041965768,0.37190422
151,1.0338273620013383,1.0615432744830475,0.0259382542856363,0.4430743849201749,030_100,0.052845925,0.42495352
152,1.0356194134383547,1.0660881008798606,0.0320063671331108,0.5163430087031963,030_100,0.063455835,0.47219825
153,1.0367422840944398,1.0689160343084363,0.0348293627400302,0.5505059395095544,030_100,0.070704915,0.5030058
