# Xlam,PX1,Ylam,PY1,cycle_number,PX,PY
0.9997010652934374,0.0,1.0004337718246483,0.0052038317231911,0,0.0,0.00260191586159555
1.005560877333603,0.001303537259099,1.0060017665449783,0.0249795380726916,0,0.0006517686295495,0.0124897690363458
1.0105867147620788,0.0025237241701928,1.0104802476778365,0.0390194404254966,0,0.0012618620850964,0.0195097202127483
1.014957922817456,0.0037385935684946,1.0141396961525164,0.0506666034713085,0,0.0018692967842473,0.02533330173565425
1.0188538467383277,0.0045188167621672,1.0172505928983129,0.064244703002666,0,0.00240158612423135,0.03507237735663355
1.0224538317632876,0.0058403957077133,1.0200834188445214,0.0821654650790205,0,0.0033783160526922,0.0484704082755113
1.0262833456499925,0.0072236162890924,1.0231661241042571,0.1016724773231505,0,0.00422271570183725,0.06337914666418465
1.0298318139158524,0.0083160431826535,1.0266474189528751,0.1252398285957649,0,0.00511667240193625,0.07839772059485295
1.0335302273714784,0.0100282814927575,1.0303774680218631,0.1528840345756398,0,0.00635732975544665,0.09691566634479724
1.037226117411422,0.0124237359350435,1.034165045569106,0.1824441915528979,0,0.00790650356033965,0.11907635724973589
1.041265957901646,0.0150992580948295,1.037901189638648,0.2149104383270723,0,0.01031368060935895,0.14505575937061885
1.0454017332331185,0.0181924699079535,1.042135841338049,0.253484814274396,0,0.0125206509732517,0.1757545706937075
1.0493733487068824,0.0218925366716237,1.0459348367261536,0.2930874364597022,0,0.015395568345381552,0.20863879723736384
1.0529361982971397,0.0257922953169013,1.0496031192424784,0.334105083161814,0,0.018693924144606,0.24471102943425838
1.0565773782397578,0.0304917638252534,1.0533342711325957,0.3784676127013371,0,0.0225871727718099,0.28598221566249277
1.0605284725040542,0.0355924581503307,1.0577037648373409,0.4275535524681942,0,0.027151783965158202,0.33247880241355704
1.064868508095995,0.0419809590304061,1.0626858513411517,0.4789726968908344,0,0.033011831861133004,0.3842500498429353
1.06879388471962,0.0480894369527364,1.0676633277520025,0.5314857097209049,0,0.039362353010753,0.443547171128405
1.0718595568496363,0.0552208017309426,1.0714832395814058,0.5856948216540989,0,0.0474794609241364,0.5101826354072002
1.0736199148392471,0.0631235945747208,1.0740105409927572,0.6407271058222028,0,0.0571220568597093,0.5865652799598845
