,lamx,lamy,Px,Py,experiment_type,P11_model,P22_model
89,1.0102916305233207,1.0118075084243623,0.0,0.0035937137627678,050_100,0.0003998198,0.0559334
90,1.010581206664196,1.0136564844290503,0.0,0.0127025241275304,050_100,0.0005259281,0.06529848
91,1.012700504436497,1.0158731896482436,0.0001961652201707,0.0200909097112559,050_100,0.00085934205,0.07690377
92,1.0153936385997944,1.0181992226056045,0.0007454481672843,0.027266601310971,050_100,0.0013926626,0.08949974
93,1.0181567040014206,1.020327679162372,0.0012018446467153,0.0395423458173657,050_100,0.0020893288,0.10144711
94,1.0211293286510266,1.0220443566540074,0.0020412352478842,0.0519672785871015,050_100,0.0029465812,0.111521505
95,1.0240086309592704,1.0237175317533524,0.0029155643092146,0.0675375108083158,050_100,0.003976105,0.12166329
96,1.0272408506751505,1.0255289937651766,0.0036921021370259,0.0836225465853454,050_100,0.0053685806,0.1330631
97,1.0305113971157889,1.027703796063058,0.0049200828235636,0.1027657131338047,050_100,0.007192423,0.14711106
98,1.0343345662774523,1.0304726176522931,0.0065708199859741,0.1259474094951033,050_100,0.009890628,0.16570556
99,1.0376149373535892,1.0334728885388993,0.0084666609563166,0.1530785546163198,050_100,0.012998657,0.18648253
100,1.0408584548705788,1.036784363040539,0.0106944497533482,0.1843327484192536,050_100,0.016856369,0.21038178
101,1.0442326630996317,1.0409031170099976,0.0133841183549603,0.2188123415198944,050_100,0.022094332,0.24136528
102,1.047658211533625,1.0452366045887225,0.0165609291407342,0.2577727331619882,050_100,0.028541204,0.27589223
103,1.0511915344899874,1.0501163097527806,0.0200913764351868,0.302081066404413,050_100,0.036802717,0.31703895
104,1.0547212764698717,1.05537707037577,0.0247454848766098,0.3509570127749183,050_100,0.046965875,0.36420977
105,1.0581951739888582,1.0604061761531591,0.030305811870129,0.4047651086370324,050_100,0.058410645,0.41258147
106,1.0609429849109888,1.0645508987180237,0.036765438552428,0.4692354971764004,050_100,0.06892676,0.4547181
107,1.0626740299371225,1.0670794957440033,0.0453711170523877,0.544169525008058,050_100,0.07601114,0.48163137
108,1.0633850252092525,1.0678740154499418,0.0522488331153612,0.6051641717887768,050_100,0.078628436,0.49055701
