file,frame,cell,x,y,F_AniFEM_xx,F_AniFEM_xy,F_AniFEM_yx,F_AniFEM_yy,C_xx,C_yy,C_xy,PK2_xx,PK2_yy,PK2_xy,xi1,xi2,xi3,dpsidksi1,dpsidksi2,dpsidksi3,dpsidksi1_Sxy0,dpsidksi2_Sxy0,dpsidksi3_Sxy0
0_1_stretch1_03_txt.vtk,2,2600,1.819038,-4.320681,0.983754,0.000668,0.006527,-1.057164,0.967815,1.117597,-0.006243,0.019298,0.074634,-0.002306,-0.016357,0.055572,-0.00645,0.018703,0.083407,-0.002698,0.018674,0.083407,-0.000466
0_1_stretch1_03_txt.vtk,2,2612,1.667863,-3.855949,0.983556,0.000446,0.005457,-1.056943,0.967412,1.117128,-0.005328,0.018789,0.074192,-0.001972,-0.016565,0.055368,-0.005508,0.018195,0.082879,-0.002303,0.018174,0.082879,-0.000395
0_1_stretch1_03_txt.vtk,2,2614,0.172804,3.381238,0.982834,-6.9e-05,-0.000362,-1.058097,0.965963,1.119569,0.000316,0.018473,0.075235,0.000117,-0.017315,0.056472,0.000327,0.017845,0.08423,0.000136,0.017844,0.08423,2.4e-05
0_1_stretch1_03_txt.vtk,2,2616,-2.414774,1.757192,0.984522,-0.000134,0.003779,-1.054711,0.969297,1.112416,-0.004117,0.018659,0.071862,-0.00153,-0.015592,0.053259,-0.004248,0.018098,0.079939,-0.001779,0.018085,0.079939,-0.000296
0_1_stretch1_03_txt.vtk,2,2617,1.392363,-0.333409,0.983253,3.9e-05,0.000545,-1.055587,0.966787,1.114263,-0.000537,0.017211,0.072134,-0.0002,-0.016888,0.054097,-0.000555,0.01664,0.080377,-0.000232,0.01664,0.080377,-3.9e-05
0_1_stretch1_03_txt.vtk,2,2619,1.507398,0.218664,0.983439,-5.9e-05,-0.000493,-1.055651,0.967152,1.114399,0.000462,0.017575,0.072358,0.000172,-0.0167,0.054158,0.000478,0.016998,0.080636,0.0002,0.016998,0.080636,3.3e-05
0_1_stretch1_03_txt.vtk,2,2620,2.415185,-3.866453,0.984247,0.000436,0.008164,-1.056622,0.96881,1.116449,-0.008197,0.019701,0.074248,-0.003028,-0.015844,0.055046,-0.008461,0.019131,0.082888,-0.003543,0.019081,0.082888,-0.000609
0_1_stretch1_03_txt.vtk,2,2622,4.901393,-1.506282,0.990346,-0.000489,0.007639,-1.045159,0.980843,1.092358,-0.008468,0.02088,0.062869,-0.003188,-0.009671,0.044136,-0.008633,0.02053,0.068671,-0.00366,0.020476,0.068671,-0.000532
0_1_stretch1_03_txt.vtk,2,2623,3.939034,2.305248,0.987407,0.000224,-0.009184,-1.050498,0.975058,1.103546,0.009869,0.020185,0.068155,0.003684,-0.012629,0.049219,0.010121,0.019748,0.075205,0.004265,0.019675,0.075205,0.000673
0_1_stretch1_03_txt.vtk,2,2625,1.54519,-0.797381,0.983383,3.5e-05,0.001248,-1.055414,0.967044,1.113898,-0.001283,0.017295,0.071993,-0.000478,-0.016755,0.053932,-0.001327,0.016726,0.080193,-0.000554,0.016725,0.080193,-9.2e-05
0_1_stretch1_03_txt.vtk,2,2627,1.009845,-0.973906,0.983017,-4.4e-05,0.000827,-1.0564,0.966324,1.115981,-0.000917,0.017453,0.07307,-0.000341,-0.017128,0.054867,-0.000949,0.016865,0.081544,-0.000396,0.016865,0.081544,-6.7e-05
0_1_stretch1_03_txt.vtk,2,2628,-2.645208,0.651438,0.984849,4e-05,0.001874,-1.05315,0.969932,1.109125,-0.001934,0.017985,0.069966,-0.000722,-0.015265,0.051784,-0.001994,0.017447,0.077601,-0.000836,0.017444,0.077601,-0.000135
0_1_stretch1_03_txt.vtk,2,2629,0.441088,3.469438,0.982945,-0.000105,-0.001517,-1.057717,0.966183,1.118765,0.001501,0.018362,0.074801,0.000555,-0.017201,0.056112,0.001553,0.017743,0.083685,0.000649,0.017741,0.083685,0.000112
0_1_stretch1_03_txt.vtk,2,2631,1.950492,4.736593,0.983874,-0.000962,-0.00728,-1.057988,0.968061,1.11934,0.006756,0.020145,0.075832,0.002487,-0.01623,0.056348,0.006979,0.019532,0.084879,0.00292,0.019498,0.084879,0.000512
0_1_stretch1_03_txt.vtk,2,2636,0.436403,-0.134119,0.982721,9e-06,7.1e-05,-1.056468,0.965741,1.116125,-6.6e-05,0.017006,0.072946,-2.5e-05,-0.01743,0.054932,-6.9e-05,0.016423,0.081417,-2.9e-05,0.016423,0.081417,-5e-06
0_1_stretch1_03_txt.vtk,2,2644,2.024745,-0.897403,0.983912,3.4e-05,0.001856,-1.054603,0.968086,1.112187,-0.001923,0.017549,0.071272,-0.000717,-0.016217,0.053163,-0.001986,0.016991,0.079267,-0.000831,0.016989,0.079267,-0.000137
0_1_stretch1_03_txt.vtk,2,2646,-5.002116,3.739364,0.989296,-0.000664,0.01833,-1.047238,0.979043,1.096707,-0.019853,0.020756,0.064898,-0.007448,-0.01059,0.045973,-0.020278,0.020591,0.071148,-0.00858,0.020295,0.071148,-0.001288
0_1_stretch1_03_txt.vtk,2,2649,3.795913,-0.834636,0.987266,-5.5e-05,0.00343,-1.049575,0.974705,1.101607,-0.003654,0.019226,0.066797,-0.00137,-0.01281,0.048379,-0.003749,0.018749,0.073583,-0.001579,0.018738,0.073583,-0.000244
0_1_stretch1_03_txt.vtk,2,2652,2.044062,0.395154,0.983961,9.7e-05,-0.000523,-1.054556,0.968179,1.112089,0.000647,0.017595,0.071245,0.000241,-0.016169,0.05312,0.000668,0.017035,0.079231,0.00028,0.017035,0.079231,4.6e-05
0_1_stretch1_03_txt.vtk,2,2656,1.7832,-3.302148,0.983613,0.000205,0.005168,-1.057002,0.967521,1.117254,-0.005261,0.018929,0.074313,-0.001946,-0.016509,0.055424,-0.005438,0.018332,0.083024,-0.002274,0.018312,0.083024,-0.000391
0_1_stretch1_03_txt.vtk,2,2659,3.613367,1.94035,0.986748,0.000133,-0.007143,-1.051329,0.973723,1.105293,0.007641,0.019737,0.068833,0.002851,-0.013314,0.050028,0.007847,0.019258,0.076077,0.003302,0.019214,0.076077,0.000526
0_1_stretch1_03_txt.vtk,2,2660,-3.126363,-2.8583,0.985427,-8.3e-05,-0.008736,-1.053536,0.971142,1.109938,0.009122,0.019259,0.070894,0.003394,-0.014641,0.052113,0.009393,0.018759,0.078682,0.003942,0.018697,0.078682,0.000647
0_1_stretch1_03_txt.vtk,2,2666,-0.976098,5.064785,0.983759,0.000667,0.003711,-1.058493,0.967796,1.120408,-0.003272,0.020339,0.076437,-0.001203,-0.016367,0.056842,-0.003381,0.019691,0.08564,-0.001414,0.019683,0.08564,-0.00025
0_1_stretch1_03_txt.vtk,2,2668,-1.973758,2.674775,0.98375,0.000141,0.004807,-1.055544,0.967786,1.114174,-0.004935,0.018016,0.072432,-0.001835,-0.016372,0.054045,-0.0051,0.017452,0.0807,-0.002133,0.017434,0.0807,-0.000357
0_1_stretch1_03_txt.vtk,2,2672,-1.437237,2.851483,0.983318,9.4e-05,0.003625,-1.057033,0.966928,1.117319,-0.003739,0.018457,0.074144,-0.001384,-0.016815,0.05546,-0.003867,0.017856,0.082842,-0.001616,0.017845,0.082842,-0.000277
0_1_stretch1_03_txt.vtk,2,2677,-3.556797,-4.799524,0.985506,-0.000926,-0.014513,-1.05522,0.971432,1.11349,0.014402,0.020728,0.073221,0.005322,-0.014492,0.053654,0.014825,0.020273,0.081515,0.006224,0.02012,0.081515,0.001055
0_1_stretch1_03_txt.vtk,2,2685,-4.771419,4.846423,0.98803,0.00025,0.021608,-1.052016,0.97667,1.106738,-0.022485,0.02242,0.070577,-0.008325,-0.011803,0.050475,-0.023022,0.022234,0.078073,-0.009718,0.02186,0.078073,-0.001587
0_1_stretch1_03_txt.vtk,2,2687,0.766993,3.833863,0.983123,-0.000232,-0.002722,-1.057835,0.966539,1.119015,0.002651,0.018756,0.075089,0.000979,-0.017017,0.056221,0.002743,0.018133,0.084026,0.001146,0.018128,0.084026,0.000199
0_1_stretch1_03_txt.vtk,2,2702,-1.647773,3.039502,0.983452,0.000213,0.004426,-1.056317,0.967197,1.115805,-0.004466,0.018121,0.073268,-0.001657,-0.016677,0.054779,-0.004618,0.017539,0.081751,-0.00193,0.017525,0.081751,-0.000327
0_1_stretch1_03_txt.vtk,2,2703,-3.930139,0.486349,0.987664,3.2e-05,0.002268,-1.048993,0.975486,1.100386,-0.002348,0.019435,0.066284,-0.000881,-0.01241,0.047828,-0.002407,0.018962,0.072938,-0.001015,0.018958,0.072938,-0.000156
0_1_stretch1_03_txt.vtk,2,2713,1.832828,0.582903,0.983788,-5.8e-05,-0.001231,-1.05519,0.96784,1.113425,0.001242,0.017801,0.071983,0.000462,-0.016344,0.05372,0.001284,0.01723,0.080148,0.000537,0.017229,0.080148,8.9e-05
0_1_stretch1_03_txt.vtk,2,2717,-2.79813,1.115983,0.985073,-6e-06,0.003184,-1.052861,0.970379,1.108517,-0.003358,0.018134,0.069731,-0.001254,-0.015034,0.051506,-0.00346,0.017605,0.077297,-0.001451,0.017597,0.077297,-0.000234
0_1_stretch1_03_txt.vtk,2,2718,-3.340205,-2.669999,0.985824,0.000275,-0.007828,-1.052719,0.971911,1.108217,0.008512,0.01928,0.070065,0.003172,-0.014246,0.051342,0.008758,0.018787,0.077642,0.003679,0.018733,0.077642,0.000596
0_1_stretch1_03_txt.vtk,2,2719,3.968791,-0.004841,0.987799,0.000176,0.000487,-1.048844,0.975747,1.100073,-0.000337,0.019542,0.066178,-0.000126,-0.012276,0.047688,-0.000345,0.019068,0.0728,-0.000146,0.019068,0.0728,-2.2e-05
0_1_stretch1_03_txt.vtk,2,2720,-1.111247,3.216351,0.98312,0.000139,0.003145,-1.057611,0.966534,1.11854,-0.003189,0.018574,0.074783,-0.001179,-0.017019,0.056008,-0.0033,0.017959,0.083647,-0.001378,0.017952,0.083647,-0.000239
0_1_stretch1_03_txt.vtk,2,2721,-4.736862,0.220527,0.990094,0.000118,0.001563,-1.045528,0.980288,1.09313,-0.001517,0.020758,0.063229,-0.000571,-0.009954,0.044521,-0.001548,0.020351,0.069117,-0.000656,0.020349,0.069117,-9.6e-05
0_1_stretch1_03_txt.vtk,2,2726,2.694439,1.123847,0.98491,0.000201,-0.002498,-1.053313,0.970053,1.109469,0.002829,0.018214,0.070233,0.001056,-0.015202,0.051937,0.002917,0.017674,0.077921,0.001223,0.017668,0.077921,0.000199
0_1_stretch1_03_txt.vtk,2,2728,-4.996159,-4.498788,0.988801,0.000457,-0.020603,-1.049536,0.978152,1.101525,0.022075,0.02174,0.06771,0.008226,-0.011045,0.048122,0.022568,0.021594,0.074551,0.009541,0.021231,0.074551,0.001495
0_1_stretch1_03_txt.vtk,2,2734,-3.413668,-0.631949,0.986576,-3.1e-05,-0.002459,-1.051413,0.973338,1.105469,0.002555,0.019516,0.06884,0.000954,-0.013512,0.050132,0.002625,0.019,0.076101,0.001104,0.018996,0.076101,0.000176
0_1_stretch1_03_txt.vtk,2,2736,-4.410075,0.586407,0.989018,-2.9e-05,0.002987,-1.047038,0.978165,1.096288,-0.003156,0.020155,0.06455,-0.001186,-0.011038,0.04596,-0.003226,0.019722,0.070765,-0.001364,0.019714,0.070765,-0.000204
0_1_stretch1_03_txt.vtk,2,2739,-2.472364,1.480781,0.984493,6e-06,0.003594,-1.053825,0.969239,1.110547,-0.003782,0.017916,0.070628,-0.001411,-0.015622,0.05242,-0.003902,0.017374,0.078435,-0.001635,0.017364,0.078435,-0.000267
0_1_stretch1_03_txt.vtk,2,2745,-0.785198,3.581365,0.983021,0.000148,0.002474,-1.058092,0.966336,1.119559,-0.002473,0.018785,0.075362,-0.000913,-0.017122,0.056465,-0.002559,0.018156,0.084372,-0.001069,0.018152,0.084372,-0.000186
0_1_stretch1_03_txt.vtk,2,2746,1.609777,-4.132614,0.983548,0.000483,0.005664,-1.057939,0.9674,1.119236,-0.005517,0.019555,0.075533,-0.002034,-0.016572,0.056309,-0.005703,0.018938,0.084537,-0.002384,0.018915,0.084537,-0.000417
0_1_stretch1_03_txt.vtk,2,2750,-3.450529,0.386299,0.986482,6.7e-05,0.001645,-1.050722,0.973149,1.104017,-0.001662,0.018816,0.067816,-0.000622,-0.013609,0.049476,-0.001708,0.018313,0.07487,-0.000718,0.018311,0.07487,-0.000113
0_1_stretch1_03_txt.vtk,2,2751,1.281178,-4.498324,0.983461,0.000529,0.004814,-1.05852,0.967219,1.120465,-0.004575,0.019861,0.076254,-0.001684,-0.016665,0.056862,-0.00473,0.019223,0.085438,-0.001977,0.019208,0.085438,-0.000349
0_1_stretch1_03_txt.vtk,2,2754,-1.227485,-0.942691,0.983113,4.4e-05,-0.000911,-1.056001,0.966512,1.115139,0.001005,0.017301,0.072597,0.000374,-0.017031,0.054489,0.00104,0.016722,0.080955,0.000435,0.016721,0.080955,7.3e-05
0_1_stretch1_03_txt.vtk,2,2757,-4.349712,4.469776,0.987021,0.000266,0.018203,-1.051348,0.974543,1.105332,-0.018876,0.020218,0.068964,-0.007035,-0.012894,0.049908,-0.019369,0.019944,0.076203,-0.008158,0.019678,0.076203,-0.001302
0_1_stretch1_03_txt.vtk,2,2759,3.345375,1.852142,0.986052,0.000362,-0.005388,-1.051907,0.972328,1.106509,0.006024,0.019025,0.069127,0.002249,-0.014031,0.050588,0.006196,0.018523,0.076487,0.002604,0.018496,0.076487,0.000416
0_1_stretch1_03_txt.vtk,2,2760,-1.3024,4.70032,0.983645,0.000685,0.004828,-1.058008,0.96758,1.119381,-0.004434,0.019771,0.075699,-0.001634,-0.016479,0.056379,-0.004582,0.019143,0.084734,-0.001916,0.019128,0.084734,-0.000336
0_1_stretch1_03_txt.vtk,2,2761,0.264317,-0.962783,0.982687,3e-06,0.000191,-1.056602,0.965675,1.116407,-0.0002,0.017054,0.073103,-7.4e-05,-0.017464,0.055058,-0.000207,0.016468,0.081612,-8.6e-05,0.016468,0.081612,-1.5e-05
0_1_stretch1_03_txt.vtk,2,2762,-0.536914,2.375581,0.982793,4.7e-05,0.001058,-1.056981,0.965884,1.11721,-0.001072,0.017531,0.073695,-0.000398,-0.017356,0.055417,-0.00111,0.016933,0.082333,-0.000463,0.016933,0.082333,-7.9e-05
0_1_stretch1_03_txt.vtk,2,2763,4.244787,1.37585,0.988604,0.000217,-0.006151,-1.048689,0.977376,1.099748,0.006664,0.020762,0.066542,0.002493,-0.011442,0.04752,0.006819,0.020322,0.073176,0.00288,0.020289,0.073176,0.000443
0_1_stretch1_03_txt.vtk,2,2774,1.702053,2.339246,0.983545,-0.000121,-0.003901,-1.056012,0.967376,1.115161,0.004001,0.018038,0.072922,0.001486,-0.016584,0.054492,0.004136,0.01746,0.081319,0.001729,0.017449,0.081319,0.000292
0_1_stretch1_03_txt.vtk,2,2777,3.212625,3.608385,0.985318,-0.000141,-0.01003,-1.054238,0.970953,1.111418,0.010436,0.019629,0.071769,0.003874,-0.014739,0.052768,0.010748,0.019131,0.079757,0.00451,0.01905,0.079757,0.000749
0_1_stretch1_03_txt.vtk,2,2778,1.334821,-0.609445,0.983274,-6.3e-05,0.000625,-1.055971,0.966829,1.115074,-0.000721,0.017549,0.072673,-0.000268,-0.016867,0.05446,-0.000746,0.016967,0.081036,-0.000312,0.016967,0.081036,-5.2e-05
0_1_stretch1_03_txt.vtk,2,2779,1.936534,-3.767379,0.983762,0.000379,0.00633,-1.05723,0.967827,1.117736,-0.006319,0.019359,0.074727,-0.002334,-0.016351,0.055634,-0.006529,0.018763,0.083522,-0.002731,0.018734,0.083522,-0.000472
0_1_stretch1_03_txt.vtk,2,2781,3.670929,2.21652,0.986679,0.000464,-0.007179,-1.051159,0.973587,1.104936,0.008004,0.019485,0.068544,0.002989,-0.013384,0.049864,0.008221,0.019013,0.075732,0.003459,0.018965,0.075732,0.000549
0_1_stretch1_03_txt.vtk,2,2783,3.002298,3.796341,0.984967,-0.000455,-0.010686,-1.054824,0.970274,1.112654,0.010824,0.019503,0.072312,0.004015,-0.015088,0.05332,0.011155,0.019002,0.080449,0.004678,0.018915,0.080449,0.000783
0_1_stretch1_03_txt.vtk,2,2784,-3.01167,-2.304495,0.98529,0.000228,-0.006033,-1.053298,0.970833,1.109437,0.00658,0.018839,0.070479,0.002451,-0.014801,0.051906,0.006777,0.018319,0.078189,0.002844,0.018287,0.078189,0.000464
0_1_stretch1_03_txt.vtk,2,2785,0.824557,4.109963,0.983147,-0.000344,-0.002605,-1.058393,0.966584,1.120195,0.002419,0.019231,0.075859,0.000892,-0.016993,0.056749,0.002502,0.018593,0.084977,0.001045,0.018588,0.084977,0.000183
0_1_stretch1_03_txt.vtk,2,2787,-1.495615,-1.031262,0.983403,-5.1e-05,-0.001653,-1.055757,0.967084,1.114622,0.001695,0.017597,0.072475,0.00063,-0.016735,0.054256,0.001752,0.01702,0.080782,0.000732,0.017018,0.080782,0.000123
0_1_stretch1_03_txt.vtk,2,2794,2.907164,4.537284,0.984705,-0.000857,-0.01096,-1.056255,0.969764,1.115675,0.010733,0.020189,0.074071,0.003963,-0.015351,0.054677,0.011067,0.019655,0.082631,0.004638,0.01957,0.082631,0.000795
0_1_stretch1_03_txt.vtk,2,2798,2.087451,-4.231963,0.983923,0.000614,0.007557,-1.057493,0.968162,1.118291,-0.007387,0.019838,0.075195,-0.002724,-0.016178,0.055876,-0.00763,0.019242,0.084086,-0.003192,0.019202,0.084086,-0.000555
0_1_stretch1_03_txt.vtk,2,2801,2.312524,0.483794,0.984451,-6.8e-05,-0.001332,-1.054285,0.969146,1.111517,0.001338,0.018208,0.071233,0.000498,-0.01567,0.052862,0.00138,0.017647,0.079176,0.000578,0.017646,0.079176,9.5e-05
0_1_stretch1_03_txt.vtk,2,2808,-0.612019,4.411611,0.983212,0.000224,0.002316,-1.05878,0.966711,1.121015,-0.002232,0.019642,0.076427,-0.000821,-0.016928,0.057115,-0.002309,0.018991,0.085676,-0.000964,0.018988,0.085676,-0.000171
0_1_stretch1_03_txt.vtk,2,2809,1.303543,-3.202396,0.983231,0.000151,0.003665,-1.057447,0.966757,1.118194,-0.003727,0.018634,0.074641,-0.001378,-0.016904,0.055851,-0.003855,0.018024,0.083462,-0.001611,0.018013,0.083462,-0.000278
0_1_stretch1_03_txt.vtk,2,2811,2.351848,3.067804,0.984213,-0.000245,-0.006876,-1.05546,0.968723,1.113995,0.007017,0.018731,0.072648,0.002604,-0.015888,0.053954,0.007243,0.018178,0.080926,0.003032,0.018142,0.080926,0.00051
0_1_stretch1_03_txt.vtk,2,2817,5.013232,-4.568154,0.988584,-0.000189,0.022102,-1.048774,0.977788,1.099928,-0.023366,0.020792,0.066474,-0.008739,-0.011231,0.047368,-0.023897,0.020701,0.07308,-0.010098,0.020293,0.07308,-0.001553
0_1_stretch1_03_txt.vtk,2,2819,2.914171,-2.671212,0.985176,-0.000104,0.007045,-1.054329,0.970621,1.11161,-0.007531,0.019457,0.071804,-0.002796,-0.01491,0.052878,-0.007758,0.018923,0.079814,-0.003255,0.018881,0.079814,-0.000541
0_1_stretch1_03_txt.vtk,2,2823,-1.016811,-1.130768,0.983014,-4.4e-05,-0.001238,-1.056293,0.966318,1.115755,0.001265,0.017363,0.072921,0.00047,-0.017131,0.054765,0.001309,0.016779,0.081362,0.000547,0.016778,0.081362,9.2e-05
0_1_stretch1_03_txt.vtk,2,2824,3.738075,-1.11115,0.987336,-0.000389,0.003655,-1.050649,0.974845,1.103863,-0.004225,0.020185,0.068339,-0.001577,-0.012738,0.0494,-0.004334,0.019689,0.075435,-0.001826,0.019676,0.075435,-0.000289
0_1_stretch1_03_txt.vtk,2,2825,-0.995985,3.769691,0.983182,0.000291,0.003085,-1.057547,0.966656,1.118405,-0.002976,0.01863,0.074742,-0.0011,-0.016956,0.055948,-0.003079,0.018014,0.083591,-0.001286,0.018008,0.083591,-0.000222
0_1_stretch1_03_txt.vtk,2,2826,0.914377,-0.233688,0.982914,2.5e-05,0.000262,-1.056132,0.96612,1.115416,-0.000252,0.017068,0.07263,-9.4e-05,-0.017234,0.054613,-0.000261,0.01649,0.081013,-0.000109,0.01649,0.081013,-1.8e-05
0_1_stretch1_03_txt.vtk,2,2829,1.66058,-0.245206,0.983602,-7.6e-05,0.000201,-1.055473,0.967473,1.114024,-0.000286,0.017711,0.072235,-0.000106,-0.016534,0.053989,-0.000296,0.017135,0.080472,-0.000124,0.017135,0.080472,-2.1e-05
0_1_stretch1_03_txt.vtk,2,2836,2.56194,2.879808,0.984461,-2.4e-05,-0.006319,-1.054963,0.969204,1.112947,0.006643,0.018756,0.072153,0.002468,-0.01564,0.053485,0.006854,0.018208,0.080299,0.002871,0.018175,0.080299,0.000479
0_1_stretch1_03_txt.vtk,2,2837,-1.91603,2.951092,0.983755,0.000113,0.005007,-1.056508,0.9678,1.116209,-0.005179,0.018781,0.073746,-0.001918,-0.016365,0.054957,-0.005352,0.018194,0.082314,-0.002238,0.018174,0.082314,-0.000382
0_1_stretch1_03_txt.vtk,2,2838,-1.149243,4.234918,0.983391,0.000458,0.003928,-1.057771,0.967072,1.118879,-0.003704,0.019157,0.075195,-0.001367,-0.016741,0.056157,-0.00383,0.018535,0.084133,-0.001601,0.018525,0.084133,-0.000278
0_1_stretch1_03_txt.vtk,2,2844,4.092005,1.840628,0.988006,0.000253,-0.007754,-1.049567,0.976215,1.10159,0.008389,0.020453,0.067313,0.003135,-0.012036,0.048345,0.008593,0.020014,0.074146,0.003625,0.019961,0.074146,0.000565
0_1_stretch1_03_txt.vtk,2,2845,-0.938308,4.046492,0.983185,0.000275,0.003257,-1.05837,0.966664,1.120147,-0.003176,0.019278,0.075855,-0.001171,-0.016952,0.056725,-0.003286,0.018642,0.084968,-0.001373,0.018635,0.084968,-0.000241
0_1_stretch1_03_txt.vtk,2,2849,-4.832093,0.963507,0.99065,-0.000636,0.004061,-1.046152,0.981405,1.094434,-0.004879,0.022167,0.064512,-0.001828,-0.009385,0.045108,-0.004971,0.021771,0.070603,-0.002109,0.021753,0.070603,-0.000315
0_1_stretch1_03_txt.vtk,2,2850,-3.167073,-1.839241,0.985685,0.000317,-0.005045,-1.052444,0.971601,1.107638,0.005622,0.018831,0.069598,0.002098,-0.014405,0.0511,0.005787,0.018318,0.077087,0.00243,0.018294,0.077087,0.000391
0_1_stretch1_03_txt.vtk,2,2851,-2.587618,0.927943,0.984893,-0.000167,0.002029,-1.053893,0.970017,1.11069,-0.002303,0.018641,0.071017,-0.000858,-0.015221,0.052488,-0.002374,0.018085,0.078878,-0.000995,0.018081,0.078878,-0.000164
0_1_stretch1_03_txt.vtk,2,2852,-2.913537,0.563041,0.985522,-0.000181,0.001272,-1.052952,0.971256,1.108708,-0.001519,0.018959,0.070189,-0.000566,-0.014583,0.051596,-0.001564,0.018416,0.077819,-0.000656,0.018414,0.077819,-0.000107
0_1_stretch1_03_txt.vtk,2,2857,-3.239643,0.19791,0.986221,-0.000166,0.000277,-1.051945,0.972633,1.106587,-0.000454,0.01934,0.069316,-0.00017,-0.013874,0.05064,-0.000467,0.018811,0.076704,-0.000196,0.018811,0.076704,-3.1e-05
0_1_stretch1_03_txt.vtk,2,2858,-3.71916,0.29787,0.987375,-0.000227,0.000686,-1.050406,0.974909,1.103353,-0.000945,0.020061,0.068038,-0.000353,-0.012706,0.049177,-0.000969,0.019559,0.07507,-0.000408,0.019558,0.07507,-6.4e-05
0_1_stretch1_03_txt.vtk,2,2862,-4.800073,-2.367973,0.989731,0.001056,-0.010266,-1.046731,0.979673,1.095646,0.011791,0.021083,0.064598,0.004424,-0.010268,0.045607,0.012036,0.020749,0.070767,0.005096,0.020645,0.070767,0.000762
0_1_stretch1_03_txt.vtk,2,2863,-4.369306,3.174122,0.987896,-0.000401,0.013488,-1.049187,0.97612,1.100794,-0.014548,0.019965,0.066653,-0.005448,-0.012085,0.047918,-0.014904,0.019633,0.073357,-0.006287,0.019474,0.073357,-0.00097
0_1_stretch1_03_txt.vtk,2,2864,4.052246,-4.364717,0.986466,0.000363,0.016378,-1.052223,0.973384,1.107172,-0.016875,0.019978,0.069788,-0.006283,-0.013488,0.050773,-0.017336,0.019638,0.077247,-0.007293,0.019425,0.077247,-0.001178
0_1_stretch1_03_txt.vtk,2,2867,4.216291,-1.21166,0.988632,-0.000533,0.004561,-1.048928,0.977414,1.100251,-0.005311,0.020994,0.066901,-0.001985,-0.011422,0.047756,-0.005434,0.020539,0.073606,-0.002295,0.020518,0.073606,-0.000355
0_1_stretch1_03_txt.vtk,2,2872,0.498785,3.745869,0.98296,-0.000179,-0.001401,-1.058269,0.966212,1.119934,0.001307,0.01882,0.075558,0.000482,-0.017186,0.056634,0.001353,0.018186,0.08462,0.000565,0.018184,0.08462,9.9e-05
0_1_stretch1_03_txt.vtk,2,2878,2.146861,-3.955327,0.983939,0.000537,0.00732,-1.056346,0.96819,1.115868,-0.007205,0.018968,0.073655,-0.002668,-0.016164,0.054792,-0.007441,0.018399,0.082185,-0.003114,0.018361,0.082185,-0.000531
0_1_stretch1_03_txt.vtk,2,2881,-1.208925,0.352358,0.983106,3.6e-05,0.000486,-1.055822,0.966497,1.11476,-0.000478,0.017148,0.072347,-0.000178,-0.017038,0.05432,-0.000494,0.016573,0.08065,-0.000206,0.016573,0.08065,-3.5e-05
0_1_stretch1_03_txt.vtk,2,2882,4.95583,-4.845108,0.98853,7e-05,0.022633,-1.05128,0.977703,1.10519,-0.023724,0.022669,0.069907,-0.008791,-0.011275,0.049748,-0.024266,0.02254,0.077221,-0.010253,0.022123,0.077221,-0.001659
0_1_stretch1_03_txt.vtk,2,2883,-4.741871,-2.090629,0.989844,0.000517,-0.010192,-1.047086,0.979895,1.09639,0.011183,0.021559,0.065189,0.004188,-0.010155,0.045953,0.011413,0.02121,0.071464,0.004833,0.021117,0.071464,0.000729
0_1_stretch1_03_txt.vtk,2,2884,1.871003,-0.433048,0.98374,4.8e-05,0.000922,-1.054827,0.967746,1.11266,-0.000925,0.017436,0.071454,-0.000345,-0.016393,0.053377,-0.000956,0.016875,0.079504,-0.0004,0.016874,0.079504,-6.6e-05
0_1_stretch1_03_txt.vtk,2,2889,0.974655,-3.568547,0.983091,0.000177,0.003034,-1.057988,0.966477,1.119339,-0.003035,0.018822,0.075272,-0.001121,-0.017049,0.056365,-0.003141,0.018197,0.084254,-0.001312,0.01819,0.084254,-0.000228
0_1_stretch1_03_txt.vtk,2,2890,-3.261617,-1.0972,0.986166,1e-05,-0.003814,-1.052001,0.972537,1.106707,0.004023,0.019292,0.069348,0.001501,-0.013923,0.050687,0.004136,0.018773,0.076747,0.001739,0.018761,0.076747,0.000279
0_1_stretch1_03_txt.vtk,2,2891,-3.97656,-4.422301,0.986353,-0.000565,-0.016703,-1.053102,0.973171,1.109023,0.017032,0.020482,0.070914,0.006323,-0.013598,0.051606,0.017502,0.020127,0.078625,0.007361,0.019911,0.078625,0.001208
0_1_stretch1_03_txt.vtk,2,2892,3.019888,1.487896,0.98546,0.000273,-0.003828,-1.052627,0.971146,1.108023,0.004298,0.018598,0.06969,0.001604,-0.014639,0.05128,0.004426,0.018074,0.077216,0.001858,0.01806,0.077216,0.0003
0_1_stretch1_03_txt.vtk,2,2893,-4.982264,5.03465,0.988058,0.000275,0.023909,-1.049962,0.97683,1.102421,-0.024832,0.020863,0.067722,-0.009265,-0.011721,0.048468,-0.025421,0.020797,0.074615,-0.010732,0.020337,0.074615,-0.001682
0_1_stretch1_03_txt.vtk,2,2897,-4.19895,0.39783,0.988703,-0.00031,0.001194,-1.048639,0.977534,1.099644,-0.001558,0.020888,0.06656,-0.000583,-0.011361,0.047492,-0.001594,0.02042,0.073193,-0.000674,0.020419,0.073193,-0.000104
