Xlam,PX,Ylam,PY,file,lambda_x,lambda_y,cycle_number,stress_x_mpa,stress_y_mpa
1.054,0.0396936001958997,1.0,-0.0025270497740327,csv_227.csv,1.0523728492885482,0.980467016534396,2,0.03835997351157695,-0.0025564187143458997
1.056,0.0427013945602418,1.0,-0.0023057553494951,csv_228.csv,1.0545543856578128,0.9797573832353124,2,0.04021831504685,-0.0022561633987296
1.058,0.0433709050388715,1.0,-0.0022712379613338,csv_229.csv,1.0565727905350903,0.9790624720390356,2,0.0409309789330332,-0.00246351546674855
1.06,0.0454281878466932,1.0,-0.0024953982135558,csv_230.csv,1.0590277476647554,0.9782552484710232,2,0.04320746951403095,-0.00245417973235875
1.062,0.0465140833970068,1.0,-0.0020606150757344,csv_231.csv,1.060431936896422,0.9777837768605088,2,0.0445398985283944,-0.0021137101339255
1.064,0.049069285185189,1.0,-0.0022124324904319,csv_232.csv,1.0627568599644448,0.976942641286232,2,0.04700067969230135,-0.0021876068793129
1.066,0.0502677178491361,1.0,-0.0023152372995831,csv_233.csv,1.06469555517312,0.97621633453619,2,0.0484255379919813,-0.0024266453852398
1.068,0.0509569896624892,1.0,-0.0021967573399504,csv_234.csv,1.0671602332248205,0.9754568300932308,2,0.0494111590692854,-0.0021758835317017998
1.07,0.0530684951820782,1.0,-0.0022563178907881,csv_235.csv,1.0683803594456287,0.9749099986249564,2,0.05134998165115745,-0.00227271529164285
1.072,0.0547849961601467,1.0,-0.0025106711329279,csv_236.csv,1.0707544328435925,0.9741691821165112,2,0.0531085663821995,-0.0024498295394591
1.074,0.0564951329701674,1.0,-0.0022446885010875,csv_237.csv,1.0727124513923112,0.9734220453331924,2,0.0544632170597993,-0.00227307641682945
1.076,0.0584188567939319,1.0,-0.0023654623919097,csv_238.csv,1.0751341552212303,0.9726754269624835,2,0.0558963772827383,-0.00226664755474045
1.078,0.0587339034038488,1.0,-0.0028746530432654,csv_239.csv,1.0772027591812452,0.9718647069325912,2,0.05767034393124895,-0.002586419140948
1.08,0.0609769203056015,1.0,-0.0024104739290205,csv_240.csv,1.0787245497843712,0.9713401137401666,2,0.05923506569425295,-0.0024488035466637
1.082,0.0625282277726991,1.0,-0.0021853519637347,csv_241.csv,1.080569049747368,0.970685240630378,2,0.060979698403305804,-0.00221418636152555
1.084,0.0636368713198731,1.0,-0.0023828841302877,csv_242.csv,1.0828602795937572,0.9699212638196916,2,0.06186408991277535,-0.002513507855412
1.086,0.0654369698566079,1.0,-0.0023555790383484,csv_243.csv,1.0850543872416414,0.9690385203953898,2,0.0640023554058976,-0.00255835469295345
1.088,0.0659625911073925,1.0,-0.0017574591717205,csv_244.csv,1.0864963408546764,0.9686788051869186,2,0.0650820485056702,-0.0020819489116748998
1.09,0.0685816054291495,1.0,-0.0025264843925188,csv_245.csv,1.0887414651040728,0.9679725584036378,2,0.06714092446371685,-0.0025094303155298
1.092,0.0692800013249174,1.0,-0.0023417009615612,csv_246.csv,1.0908121717614412,0.9672214545460768,2,0.06881526750606626,-0.0024073701559782
1.094,0.0713519825939,1.0,-0.0021695319769484,csv_247.csv,1.0933789907273406,0.9663841429135308,2,0.07061248958885091,-0.0021402055219513
1.096,0.0720608033395148,1.0,-0.0023839592294874,csv_248.csv,1.0953939835429654,0.9657244830554386,2,0.0714342795878469,-0.002308854846418
1.098,0.0746764321346917,1.0,-0.0024369886285537,csv_249.csv,1.0969814749890716,0.9651659948531756,2,0.07434745814252519,-0.00248023915544385
1.1,0.0757499436903692,1.0,-0.0024075849275274,csv_250.csv,1.0985907534655015,0.964584161278958,2,0.0757499436903692,-0.0024075849275274
1.0,-0.0105822463955801,1.0,-0.0023280601404352,csv_300.csv,0.9985586470567902,0.9996636813429138,3,-0.00529112319779005,-0.0011640300702176
1.0012,-0.007748560911535,1.0,-0.002815671837647,csv_301.csv,0.999926252116524,0.9992503472596058,3,-0.0038742804557675,-0.0014078359188235
1.0024,-0.0055765607464503,1.0,-0.0027930747992296,csv_302.csv,1.0010844814401003,0.9988247732721388,3,-0.005863617929761601,-0.0028285436009843
1.0036,-0.0062934799288468,1.0,-0.0021604555685139,csv_303.csv,1.0019103730462482,0.9984234559341356,3,-0.00568381463433995,-0.0023999607444423502
1.0048,-0.0035597519391997,1.0,-0.0022191934491402,csv_304.csv,1.003423542773032,0.9987861226784528,3,-0.00394239444663645,-0.00212269770942635
1.006,-0.001581552945159,1.0,-0.0023478213299843,csv_305.csv,1.0045478835687336,0.997440939566445,3,-0.0020077013270132,-0.00225080914538925
1.0072,-0.0011044690826857,1.0,-0.0025233303777253,csv_306.csv,1.0057080994490364,0.99762810802215,3,-0.0010160440405489,-0.00247605139377785
1.0084,0.0004630900715137,1.0,-0.0025321076723688,csv_307.csv,1.0066821947466291,0.9971726702970172,3,-0.0004989489302619501,-0.0026195780718564
1.0096,0.0020891774355163,1.0,-0.0022475581910734,csv_308.csv,1.0081579909210134,0.996630532052142,3,0.00085947443845445,-0.00231239464570745
1.0108,0.0026582521189196,1.0,-0.0023171491388065,csv_309.csv,1.0092438177400824,0.9961358072372845,3,0.0016201935909844001,-0.0022518607949015
1.012,0.0017257303540113,1.0,-0.0019145712499644,csv_310.csv,1.010450979831464,0.9955516151883674,3,0.0020123316948189502,-0.0020274038351637
1.0132,0.0034421848049897,1.0,-0.0024672996332384,csv_311.csv,1.011427661315083,0.9951685994192938,3,0.0031585603195248496,-0.00242825965865815
1.0144,0.0054151248616572,1.0,-0.0027751794691247,csv_312.csv,1.0128063654475172,0.99464122632441,3,0.0045806145641277,-0.00274535946717655
1.0156,0.0068960501642053,1.0,-0.0023975443231208,csv_313.csv,1.0139267515626416,0.9940501879784772,3,0.006096305485210901,-0.0024972823269723
1.0168,0.0080605490314162,1.0,-0.0023275001067233,csv_314.csv,1.0150739222970864,0.9936521287263858,3,0.0063838803665814,-0.00237574025197735
1.018,0.009950773350326,1.0,-0.0021789057825954,csv_315.csv,1.0160552153540392,0.9932725960056816,3,0.007870937406692001,-0.00209994682266745
1.0192,0.0099179268644538,1.0,-0.0025128312629596,csv_316.csv,1.0174416414640224,0.9928309014021124,3,0.008859312996067351,-0.00237733276163355
1.0204,0.0112949491812215,1.0,-0.002502386496293,csv_317.csv,1.0184937034760515,0.9923545030588276,3,0.01000974087365715,-0.00255139551541655
1.0216,0.0126724494767297,1.0,-0.0023764470531448,csv_318.csv,1.0198275786081987,0.9920014117161726,3,0.01116176938270015,-0.0024375467311148497
1.0228,0.0141187463263521,1.0,-0.0021810841206197,csv_319.csv,1.0208693519376408,0.9916445638376348,3,0.0128218782978059,-0.0023914810615836496
1.024,0.0150957598773518,1.0,-0.00234488604218,csv_320.csv,1.0223219313223126,0.991077348412814,3,0.0131818890945743,-0.0022933022167218
