Xlam_clamps,PX_hist,Ylam_clamps,PY_hist,file,Xlam,Ylam,cycle_number,PX,PY
1.1,0.1054525078430381,1.05048,0.0715849040292309,csv_648.csv,1.0668725360653073,1.0103701429810008,3,0.09949890945888179,0.0674132511673821
1.102,0.1076538872543233,1.05152,0.0729745945687426,csv_649.csv,1.068133757382783,1.0106537694108917,3,0.1017026048716505,0.06903574771756199
1.104,0.1093886647848326,1.05248,0.0741302431577043,csv_650.csv,1.0694957002315977,1.0111909727199375,3,0.10351531123111224,0.0705648965482083
1.106,0.1113778355598897,1.05352,0.0760464687164449,csv_651.csv,1.0708999205383178,1.0116583400009471,3,0.10551339288739835,0.07196342161518529
1.108,0.1135663162636869,1.05448,0.0775148790178377,csv_652.csv,1.0716841372027537,1.0117640003853752,3,0.10769275097308285,0.0736361346845314
1.11,0.1154906321002387,1.05552,0.0792866039624534,csv_653.csv,1.073113374170516,1.0122892779521775,3,0.10965127507573975,0.07528489620162976
1.112,0.117498203982973,1.05648,0.0802685593801897,csv_654.csv,1.0742665321695144,1.012591290202054,3,0.1116854292482828,0.07687608901460341
1.114,0.1195808534885452,1.05752,0.0823815543710992,csv_655.csv,1.075736596465947,1.0128796942679446,3,0.11389907920116396,0.0783094908569501
1.116,0.1215469994293184,1.05848,0.083295140576611,csv_656.csv,1.0768542140941555,1.013438317418306,3,0.11580587245582885,0.0796092773111297
1.118,0.1234852733474733,1.05952,0.0852793893514331,csv_657.csv,1.0779021773744506,1.0135618763887302,3,0.11776871268036895,0.0816562941756606
1.12,0.1254332648949279,1.06048,0.0866429442612218,csv_658.csv,1.079143388897291,1.0140969170881076,3,0.11970809784768291,0.08282942097994059
1.122,0.1272419505197457,1.06152,0.0882772181928396,csv_659.csv,1.080648180573106,1.0141473797545155,3,0.12163685084788695,0.08488661806631514
1.124,0.129047164320904,1.06248,0.0895571233512104,csv_660.csv,1.0819359586560662,1.0146461155547095,3,0.12348959312036994,0.08626955490986879
1.126,0.1310880767218324,1.06352,0.0910622585061829,csv_661.csv,1.0828199444247903,1.0148719699244797,3,0.125591039170669,0.08722691539794225
1.128,0.133029960118348,1.06448,0.0926462380045256,csv_662.csv,1.0840170233719275,1.015219072334532,3,0.1275661151071222,0.08911887348781344
1.13,0.1346921645117554,1.06552,0.0936012756308688,csv_663.csv,1.0853590184629889,1.0157532276866956,3,0.1293218796316754,0.0902979299706146
1.132,0.1364636876149101,1.06648,0.0952999151592974,csv_664.csv,1.0866868852942206,1.0161287989943124,3,0.1310728082055715,0.09164211956466284
1.134,0.1382812440090733,1.06752,0.0971167616848582,csv_665.csv,1.087447607183642,1.0163322982412115,3,0.13303220803691546,0.0932174240632663
1.136,0.1400351115776197,1.06848,0.0982599480996178,csv_666.csv,1.088460442509938,1.0169006579209707,3,0.13490801194940105,0.09460823986147629
1.138,0.1420207670452831,1.06952,0.0995825131366393,csv_667.csv,1.0899172991981103,1.0170994732603158,3,0.1368365604928531,0.09603439721566526
1.14,0.1439282639383635,1.07048,0.1009409230654977,csv_668.csv,1.091238072026954,1.0175675758570546,3,0.13883449524374436,0.09769103340511226
1.142,0.1455776832271805,1.07152,0.1023259742187368,csv_669.csv,1.0923935987238425,1.017991887833778,3,0.14059500328865077,0.09896217079730316
1.144,0.1474180358131749,1.07248,0.103539636877052,csv_670.csv,1.093282446087809,1.0181544780808631,3,0.14245006758251566,0.10009801931312731
