1,0
1.0010753,168.004
1.0021422,415.005
1.0032092,697.35
1.0042761,996.035
1.0053431,1690
1.00641,2040
1.007477,2200
1.0085439,2970
1.0096108,3250
1.0106778,3500
1.0117447,4110
1.0128117,4720
1.0138786,4570
1.0149456,5430
1.0160125,5870
1.0170795,5860
1.0181464,6420
1.0192134,6840
1.0202803,7240
1.0213472,7770
1.0224142,8220
1.0234811,8690
1.0245481,9270
1.025615,9600
1.026682,10020
1.0277489,10270
1.0288159,10720
1.0298828,11150
1.0309498,11800
1.0320167,12020
1.0330836,11970
1.0341506,12880
1.0352175,13180
1.0362845,13590
1.0373514,13980
1.0384184,14450
1.0394853,15040
1.0405523,15260
1.0416192,15700
1.0426862,16050
1.0437531,16590
1.04482,16930
1.045887,17370
1.0469539,17620
1.0480209,17970
1.0490878,18370
1.0501548,18870
1.0512217,19280
1.0522887,19540
1.0533556,20160
1.0544226,20230
1.0554895,20810
1.0565565,21370
1.0576234,21560
1.0586903,22000
1.0597573,22150
1.0608242,22680
1.0618912,23130
1.0629581,23410
1.0640251,23780
1.065092,24130
1.066159,24900
1.0672259,25140
1.0682929,25480
1.0693598,25510
1.0704267,26120
1.0714937,26450
1.0725606,26720
1.0736276,26980
1.0746945,27530
1.0757615,27850
1.0768284,28360
1.0778954,28250
1.0789623,28830
1.0800293,29270
1.0810962,29460
1.0821631,30150
1.0832301,30180
1.084297,30180
1.085364,30770
1.0864309,30900
1.0874979,31200
1.0885648,31740
1.0896318,32190
1.0906987,32430
1.0917657,32800
1.0928326,33100
1.0938995,33230
1.0949665,33730
1.0960334,34070
1.0971004,34440
1.0981673,34790
1.0992343,35090
1.1003012,35490
1.1013682,35520
1.1024351,36100
1.1035021,36390
1.104569,36740
1.1056359,37240
1.1067029,37240
1.1077698,37710
1.1088368,38110
1.1099037,38420
1.1109707,38860
1.1120376,38950
1.1131046,39340
1.1141715,39760
1.1152385,39660
1.1163054,40040
1.1173723,40540
1.1184393,41250
1.1195062,41190
1.1205732,41580
1.1216401,41970
1.1227071,41910
1.123774,42470
1.124841,42780
1.1259079,43120
1.1269749,43800
1.1280418,43850
1.1291088,43980
1.1301757,44660
1.1312426,44710
1.1323096,44810
1.1333765,45400
1.1344435,45570
1.1355104,46190
1.1365774,46390
1.1376443,46380
1.1387113,46770
1.1397782,47390
1.1408452,47560
1.1419121,47960
1.142979,48530
1.144046,48720
1.1451129,48860
1.1461799,49260
1.1472468,49690
1.1483138,49710
1.1493807,50060
1.1504477,50230
1.1515146,50420
1.1525816,51010
1.1536485,51260
1.1547154,51630
1.1557824,51830
1.1568493,52290
1.1579163,52650
1.1589832,53050
1.1600502,53300
1.1611171,53340
1.1621841,53820
1.163251,53680
1.164318,54410
1.1653849,54400
1.1664518,54700
1.1675188,54820
1.1685857,55330
1.1696527,55460
1.1707196,55960
1.1717866,56350
1.1728535,56090
1.1739205,56840
1.1749874,57240
1.1760544,57320
1.1771213,57580
1.1781882,57880
1.1792552,57840
1.1803221,58450
1.1813891,58940
1.182456,58900
1.183523,59340
1.1845899,59550
1.1856569,59680
1.1867238,60280
1.1877908,60620
1.1888577,60590
1.1899246,60900
1.1909916,61100
1.1920585,61450
1.1931255,61770
1.1941924,62060
1.1952594,62420
1.1963263,62830
1.1973933,62870
1.1984602,63040
1.1995272,63310
1.2005941,63760
1.2016611,63990
1.202728,64120
1.2037949,64630
1.2048619,64650
1.2059288,65070
1.2069958,65330
1.2080627,65540
1.2091297,66020
1.2101966,66480
1.2112636,66390
1.2123305,66610
1.2133975,66840
1.2144644,67200
1.2155313,67730
1.2165983,68020
1.2176652,68140
1.2187322,68260
1.2197991,68470
1.2208661,68840
1.221933,69040
1.223,69070
1.2240669,69470
1.2251339,69510
1.2262008,70250
1.2272677,70420
1.2283347,70680
1.2294016,70810
1.2304686,71080
1.2315355,71550
1.2326025,71370
1.2336694,71820
1.2347364,72110
1.2358033,72310
1.2368703,72560
1.2379372,73310
1.2390041,73170
1.2400711,73630
1.241138,73800
1.242205,74090
1.2432719,74270
1.2443389,74640
1.2454058,74680
1.2464728,74960
1.2475397,75630
1.2486067,75630
1.2496736,75940
1.2507405,76070
1.2518075,76140
1.2528744,76510
1.2539414,76940
1.2550083,76770
1.2560753,77410
1.2571422,77770
1.2582092,77760
1.2592761,77800
1.2603431,78460
1.26141,78070
1.262477,78400
1.2635439,79100
1.2646108,79430
1.2656778,79340
1.2667447,79850
1.2678117,79910
1.2688786,80040
1.2699456,80070
1.2710125,80450
1.2720795,81170
1.2731464,81070
1.2742134,81070
1.2752803,81490
1.2763472,81920
1.2774142,82040
1.2784811,82160
1.2795481,82550
1.280615,82500
1.281682,83190
1.2827489,83550
1.2838159,83610
1.2848828,83580
1.2859498,83710
1.2870167,84260
1.2880836,84350
1.2891506,84930
1.2902175,84720
1.2912845,85260
1.2923514,85460
1.2934184,85480
1.2944853,85850
1.2955523,86470
1.2966192,86580
1.2976862,86770
1.2987531,87070
1.29982,87320
1.300887,87320
1.3019539,87820
1.3030209,87700
1.3040878,88150
1.3051548,88440
1.3062217,88610
1.3072887,88780
1.3083556,89070
1.3094226,89250
1.3104895,89430
1.3115564,89790
1.3126234,89980
1.3136903,90560
1.3147573,90270
1.3158242,90630
1.3168912,90940
1.3179581,91100
1.3190251,91140
1.320092,91620
1.321159,92250
1.3222259,91900
1.3232928,92170
1.3243598,92600
1.3254267,92460
1.3264937,92960
1.3275606,93260
1.3286276,93480
1.3296945,93660
1.3307615,93750
1.3318284,93960
1.3328954,94280
1.3339623,94430
1.3350293,94440
1.3360962,94860
1.3371631,94940
1.3382301,95280
1.339297,95560
1.340364,95840
1.3414309,95820
1.3424979,96280
1.3435648,96560
1.3446318,96730
1.3456987,96930
1.3467657,97350
1.3478326,97370
1.3488995,97600
1.3499665,97520
1.3510334,97840
1.3521004,98520
1.3531673,98410
1.3542343,98950
1.3553012,98910
1.3563682,98880
1.3574351,98840
1.3585021,99440
1.359569,99730
1.3606359,99730
1.3617029,100150
1.3627698,100160
1.3638368,100410
1.3649037,100650
1.3659707,100830
1.3670376,101100
1.3681046,101490
1.3691715,101560
1.3702385,101810
1.3713054,102310
1.3723723,102310
1.3734393,102350
1.3745062,103120
1.3755732,103060
1.3766401,103420
1.3777071,103730
1.378774,103730
1.379841,103980
1.3809079,104200
1.3819749,104420
1.3830418,104500
1.3841087,104880
1.3851757,104850
1.3862426,105230
1.3873096,105630
1.3883765,105540
1.3894435,106070
1.3905104,106260
1.3915774,106460
1.3926443,106360
1.3937113,106970
1.3947782,106830
1.3958452,107130
1.3969121,107510
1.397979,107570
1.399046,107720
1.4001129,108190
1.4011799,108220
1.4022468,108270
1.4033138,108630
1.4043807,108800
1.4054477,109180
1.4065146,109450
1.4075816,109630
1.4086485,109900
1.4097154,110070
1.4107824,110080
1.4118493,110600
1.4129163,110740
1.4139832,110890
1.4150502,111080
1.4161171,111570
1.4171841,111470
1.418251,111880
1.419318,111970
1.4203849,112160
1.4214518,112280
1.4225188,112560
1.4235857,112560
1.4246527,112880
1.4257196,113660
1.4267866,113650
1.4278535,113820
1.4289205,114200
1.4299874,114070
1.4310544,114210
1.4321213,114540
1.4331882,114390
1.4342552,114870
1.4353221,115300
1.4363891,115190
1.437456,115300
1.438523,115950
1.4395899,116060
1.4406569,116010
1.4417238,116320
1.4427908,116350
1.4438577,117000
1.4449246,116980
1.4459916,116810
1.4470585,117780
1.4481255,117890
1.4491924,117830
1.4502594,117980
1.4513263,118300
1.4523933,118050
1.4534602,118400
1.4545272,118850
1.4555941,118730
1.456661,119090
1.457728,119210
1.4587949,119440
1.4598619,119720
1.4609288,120060
1.4619958,120050
1.4630627,120560
1.4641297,120710
1.4651966,120770
1.4662636,120960
1.4673305,121180
1.4683975,121280
1.4694644,121580
1.4705313,121660
1.4715983,121890
1.4726652,122130
1.4737322,122550
1.4747991,122550
1.4758661,122950
1.476933,123160
1.478,123170
1.4790669,123470
1.4801339,123680
1.4812008,123890
1.4822677,124230
1.4833347,124200
1.4844016,124060
1.4854686,124780
1.4865355,125030
1.4876025,125060
1.4886694,125220
1.4897364,125220
1.4908033,125670
1.4918703,126070
1.4929372,125920
1.4940041,126260
1.4950711,126400
1.496138,126610
1.497205,126740
1.4982719,127050
1.4993389,126950
1.5004058,127220
1.5014728,127790
1.5025397,127700
1.5036067,127850
1.5046736,128400
1.5057405,128850
1.5068075,128710
1.5078744,128780
1.5089414,128950
1.5100083,129020
1.5110753,129260
1.5121422,129620
1.5132092,129900
1.5142761,129760
1.5153431,130050
1.51641,130250
1.5174769,130810
1.5185439,130990
1.5196108,130980
1.5206778,131470
1.5217447,131410
1.5228117,131810
1.5238786,131800
1.5249456,132070
1.5260125,132020
1.5270795,132580
1.5281464,132770
1.5292134,132790
1.5302803,132960
1.5313472,133220
1.5324142,133290
1.5334811,133810
1.5345481,133670
1.535615,133690
1.536682,134130
1.5377489,134210
1.5388159,134590
1.5398828,134470
1.5409498,134810
1.5420167,134900
1.5430836,135590
1.5441506,135550
1.5452175,135630
1.5462845,136060
1.5473514,136170
1.5484184,136510
1.5494853,136870
1.5505523,136630
1.5516192,137180
1.5526862,137340
1.5537531,137030
1.55482,137780
1.555887,137800
1.5569539,137480
1.5580209,137840
1.5590878,138730
1.5601548,138820
1.5612217,138960
1.5622887,138990
1.5633556,139140
1.5644226,139170
1.5654895,139630
1.5665564,139770
1.5676234,139830
1.5686903,140120
1.5697573,140360
1.5708242,140470
1.5718912,140860
1.5729581,141110
1.5740251,140910
1.575092,141320
1.576159,141590
1.5772259,141590
1.5782928,142150
1.5793598,142250
1.5804267,142130
1.5814937,142630
1.5825606,142880
1.5836276,142760
1.5846945,142930
1.5857615,143000
1.5868284,143230
1.5878954,143900
1.5889623,143870
1.5900292,144220
1.5910962,144290
1.5921631,144490
1.5932301,144480
1.594297,144520
1.595364,144920
1.5964309,144970
1.5974979,145510
1.5985648,145600
1.5996318,145790
1.6006987,146150
1.6017657,146290
1.6028326,146380
1.6038995,146520
1.6049665,146820
1.6060334,146790
1.6071004,147210
1.6081673,147170
1.6092343,147700
1.6103012,147600
1.6113682,147760
1.6124351,148130
1.6135021,148600
1.614569,148450
1.6156359,148860
1.6167029,149190
1.6177698,149070
1.6188368,149090
1.6199037,149740
1.6209707,149690
1.6220376,150050
1.6231046,150230
1.6241715,150520
1.6252385,150520
1.6263054,150820
1.6273723,150550
1.6284393,150990
1.6295062,151430
1.6305732,151520
1.6316401,152140
1.6327071,151890
1.633774,152010
1.634841,152280
1.6359079,152300
1.6369749,152810
1.6380418,152920
1.6391087,153000
1.6401757,153510
1.6412426,153500
1.6423096,153610
1.6433765,153800
1.6444435,153630
1.6455104,153920
1.6465774,154290
1.6476443,154650
1.6487113,154750
1.6497782,154880
1.6508451,155300
1.6519121,155320
1.652979,155400
1.654046,155770
1.6551129,156030
1.6561799,155750
1.6572468,156130
1.6583138,156530
1.6593807,156530
1.6604477,156550
1.6615146,157120
1.6625816,156950
1.6636485,157270
1.6647154,157470
1.6657824,157650
1.6668493,157930
1.6679163,157860
1.6689832,158310
1.6700502,158380
1.6711171,158910
1.6721841,158760
1.673251,159130
1.674318,159350
1.6753849,159880
1.6764518,159840
1.6775188,159960
1.6785857,159940
1.6796527,160090
1.6807196,160320
1.6817866,160730
1.6828535,160850
1.6839205,160990
1.6849874,161000
1.6860544,161290
1.6871213,161420
1.6881882,161460
1.6892552,161890
1.6903221,162510
1.6913891,162240
1.692456,162740
1.693523,162750
1.6945899,163000
1.6956569,163120
1.6967238,163300
1.6977908,163650
1.6988577,163760
1.6999246,163750
1.7009916,164130
1.7020585,164500
1.7031255,164590
1.7041924,164770
1.7052594,165070
1.7063263,165100
1.7073933,165360
1.7084602,165500
1.7095272,165830
1.7105941,166000
1.711661,166490
1.712728,166150
1.7137949,166250
1.7148619,166720
1.7159288,167050
1.7169958,167080
1.7180627,167260
1.7191297,167430
1.7201966,167720
1.7212636,167970
1.7223305,168260
1.7233974,168350
1.7244644,168600
1.7255313,168820
1.7265983,168930
1.7276652,169080
1.7287322,169070
1.7297991,169490
1.7308661,169650
1.731933,170180
1.733,170130
1.7340669,170380
1.7351339,170560
1.7362008,170730
1.7372677,171060
1.7383347,170940
1.7394016,171250
1.7404686,171780
1.7415355,171710
1.7426025,171910
1.7436694,172180
1.7447364,171960
1.7458033,172290
1.7468703,172860
1.7479372,172830
1.7490041,173080
1.7500711,173200
1.751138,173360
1.752205,173570
1.7532719,173710
1.7543389,173870
1.7554058,174010
1.7564728,174640
1.7575397,174430
1.7586067,174720
1.7596736,175040
1.7607405,174970
1.7618075,175360
1.7628744,175350
1.7639414,175930
1.7650083,175840
1.7660753,176140
1.7671422,176240
1.7682092,176710
1.7692761,176920
1.7703431,177120
1.77141,177300
1.7724769,177560
1.7735439,177520
1.7746108,177710
1.7756778,178210
1.7767447,178110
1.7778117,178280
1.7788786,178650
1.7799456,178660
1.7810125,179010
1.7820795,179170
1.7831464,179170
1.7842133,179450
1.7852803,179570
1.7863472,179980
1.7874142,180040
1.7884811,180230
1.7895481,180630
1.790615,180750
1.791682,181040
1.7927489,180930
1.7938159,181130
1.7948828,181300
1.7959497,181560
1.7970167,181860
1.7980836,182110
1.7991506,182430
1.8002175,182660
1.8012845,182760
1.8023514,182730
1.8034184,183150
1.8044853,183200
1.8055523,183380
1.8066192,183580
1.8076862,183890
1.8087531,183770
1.80982,184220
1.810887,184300
1.8119539,184680
1.8130209,184600
1.8140878,185060
1.8151548,185330
1.8162217,185580
1.8172887,185570
1.8183556,185840
1.8194226,186160
1.8204895,186160
1.8215564,186390
1.8226234,186990
1.8236903,186720
1.8247573,186920
1.8258242,187250
1.8268912,187830
1.8279581,187630
1.8290251,187850
1.830092,188030
1.831159,187980
1.8322259,188400
1.8332928,188520
1.8343598,188740
1.8354267,188930
1.8364937,188950
1.8375606,189350
1.8386276,189400
1.8396945,189940
1.8407615,190000
1.8418284,190480
1.8428954,190670
1.8439623,190840
1.8450292,190720
1.8460962,191190
1.8471631,191240
1.8482301,191420
1.849297,191360
1.850364,191860
1.8514309,192200
1.8524979,192200
1.8535648,192390
1.8546318,192900
1.8556987,192660
1.8567656,193120
1.8578326,193210
1.8588995,193320
1.8599665,193470
1.8610334,193710
1.8621004,194260
1.8631673,194160
1.8642343,194360
1.8653012,194580
1.8663682,194990
1.8674351,195240
1.8685021,195080
1.869569,195510
1.8706359,195760
1.8717029,195710
1.8727698,196330
1.8738368,196230
1.8749037,196640
1.8759707,196850
1.8770376,196890
1.8781046,197010
1.8791715,197470
1.8802385,197800
1.8813054,197690
1.8823723,197780
1.8834393,198320
1.8845062,198650
1.8855732,198700
1.8866401,199020
1.8877071,199150
1.888774,199000
1.889841,199460
1.8909079,199340
1.8919749,199910
1.8930418,200000
